country,year,emissions
France,1980.0,9.378557143
French Guiana,1980.0,5.51630555
French Polynesia,1980.0,1.941344911
Gabon,1980.0,9.716673918
Gambia,1980.0,0.25034959
Germany,1980.0,14.08973538
Ghana,1980.0,0.234313078
Gibraltar,1980.0,3.3126294
Greece,1980.0,5.333158275
Greenland,1980.0,11.24654769
Grenada,1980.0,0.535965938
Guadeloupe,1980.0,1.917718557
Guatemala,1980.0,0.640945108
Guinea,1980.0,0.218826938
Guinea-Bissau,1980.0,0.17573057
Guyana,1980.0,2.30330117
Haiti,1980.0,0.132153923
Honduras,1980.0,0.567035318
"Hong Kong, China",1980.0,3.296953655
Hungary,1980.0,8.118152761
Iceland,1980.0,8.179932211
India,1980.0,0.497886422
Indonesia,1980.0,0.628404538
Iran,1980.0,3.136716344
Iraq,1980.0,3.314625384
Ireland,1980.0,7.681358972
Israel,1980.0,5.645171553
Italy,1980.0,6.917933697
Jamaica,1980.0,3.963471347
Japan,1980.0,8.173985682
Jordan,1980.0,2.056097724
Kenya,1980.0,0.38092175
Kiribati,1980.0,0.535846943
Kuwait,1980.0,17.91841901
Lebanon,1980.0,2.210781265
Liberia,1980.0,1.06231214
Libya,1980.0,8.783001415
Luxembourg,1980.0,30.27715076
"Macao, China",1980.0,2.144336596
Madagascar,1980.0,0.187401566
Malawi,1980.0,0.11399759
Malaysia,1980.0,2.023844276
Maldives,1980.0,0.280923985
Mali,1980.0,0.05414782
Malta,1980.0,3.131226872
Martinique,1980.0,2.393840382
Mauritania,1980.0,0.415509028
Mauritius,1980.0,0.612364366
Mexico,1980.0,3.902927318
Mongolia,1980.0,4.062711764
Montserrat,1980.0,1.231871885
Morocco,1980.0,0.814776504
Mozambique,1980.0,0.264158171
Myanmar,1980.0,0.168132765
Nauru,1980.0,16.6488604
Nepal,1980.0,0.03606878
Netherlands,1980.0,12.59858612
New Caledonia,1980.0,14.05661967
New Zealand,1980.0,5.546865244
Nicaragua,1980.0,0.625400321
Niger,1980.0,0.097427538
Nigeria,1980.0,0.902112924
Niue,1980.0,1.077480654
Norway,1980.0,8.574298334
Oman,1980.0,5.118212105
Pakistan,1980.0,0.398359284
Panama,1980.0,1.599566622
Papua New Guinea,1980.0,0.569043161
Paraguay,1980.0,0.479742713
Peru,1980.0,1.395243115
Philippines,1980.0,0.786093983
Poland,1980.0,13.05705575
Portugal,1980.0,2.75732777
Qatar,1980.0,59.10509009
Reunion,1980.0,1.596444675
Romania,1980.0,8.855271773
Russia,1980.0,15.62711409
Rwanda,1980.0,0.095579644
Samoa,1980.0,0.638643753
Sao Tome and Principe,1980.0,0.425960347
Saudi Arabia,1980.0,17.28199072
Senegal,1980.0,0.619004434
Seychelles,1980.0,1.517877519
Sierra Leone,1980.0,0.192509362
Singapore,1980.0,13.01712429
Slovak Republic,1980.0,12.05048058
Solomon Islands,1980.0,0.447866454
Somalia,1980.0,0.126484149
South Africa,1980.0,7.856101802
Spain,1980.0,5.73362207
Sri Lanka,1980.0,0.220251305
Sudan,1980.0,0.234729491
Suriname,1980.0,6.486233273
Swaziland,1980.0,0.771757115
Sweden,1980.0,8.634051492
Switzerland,1980.0,6.430711562
Syria,1980.0,2.335474044
Taiwan,1980.0,4.686463469
Tanzania,1980.0,0.100860963
Thailand,1980.0,0.844799927
Togo,1980.0,0.269474299
Tonga,1980.0,0.43369642
Trinidad and Tobago,1980.0,15.70797007
Tunisia,1980.0,1.469598595
Turkey,1980.0,1.717642648
Uganda,1980.0,0.049517731
United Arab Emirates,1980.0,36.3120612
United Kingdom,1980.0,10.28786897
United States,1980.0,20.54059203
Uruguay,1980.0,2.002733516
Vanuatu,1980.0,0.53902451
Venezuela,1980.0,6.03833144
Western Sahara,1980.0,1.073387313
Vietnam,1980.0,0.311329483
Zambia,1980.0,0.611411103
Zimbabwe,1980.0,1.321908075
Afghanistan,1981.0,0.14185166
Albania,1981.0,2.693793962
Algeria,1981.0,2.388316861
Angola,1981.0,0.668069613
Antigua and Barbuda,1981.0,1.526922175
Argentina,1981.0,3.572365437
Australia,1981.0,15.45739017
Austria,1981.0,7.439421516
Bahamas,1981.0,13.00948931
Bahrain,1981.0,22.91210888
Bangladesh,1981.0,0.095688393
Barbados,1981.0,2.745785879
Belgium,1981.0,12.59384217
Belize,1981.0,1.244135597
Benin,1981.0,0.115674736
Bermuda,1981.0,6.891252955
Bhutan,1981.0,0.057984373
Bolivia,1981.0,0.875947987
Botswana,1981.0,0.976226229
Brazil,1981.0,1.378865308
British Virgin Islands,1981.0,3.884866678
Brunei,1981.0,7.524966649
Bulgaria,1981.0,9.038322284
Burkina Faso,1981.0,0.075432817
Burundi,1981.0,0.037034401
Cambodia,1981.0,0.045302486
Cameroon,1981.0,0.569599237
Canada,1981.0,16.79719566
Cape Verde,1981.0,0.109005506
Cayman Islands,1981.0,8.997184813
Chad,1981.0,0.044887198
Chile,1981.0,2.163468783
China,1981.0,1.456222109
Colombia,1981.0,1.617375663
Comoros,1981.0,0.139876009
"Congo, Dem. Rep.",1981.0,0.135944025
"Congo, Rep.",1981.0,0.255414876
Costa Rica,1981.0,0.934401656
Cote d'Ivoire,1981.0,0.502594676
Cuba,1981.0,3.320427937
Cyprus,1981.0,4.420650983
Denmark,1981.0,10.06079564
Djibouti,1981.0,0.848612115
Dominica,1981.0,0.48646306
Ecuador,1981.0,2.040686243
Egypt,1981.0,1.107521178
El Salvador,1981.0,0.38764058
Equatorial Guinea,1981.0,0.299414923
Ethiopia,1981.0,0.051438863
Faeroe Islands,1981.0,10.16048955
Fiji,1981.0,1.661531025
Finland,1981.0,10.72827309
France,1981.0,8.398516323
French Guiana,1981.0,4.603895676
French Polynesia,1981.0,2.120318433
Gabon,1981.0,9.352849933
Gambia,1981.0,0.241517403
Germany,1981.0,13.45958881
Ghana,1981.0,0.27094061
Gibraltar,1981.0,1.926348444
Greece,1981.0,5.213423764
Greenland,1981.0,10.43086588
Grenada,1981.0,0.64822181
Guadeloupe,1981.0,2.386769727
Guatemala,1981.0,0.550106412
Guinea,1981.0,0.221120788
Guinea-Bissau,1981.0,0.167028172
Guyana,1981.0,2.321246605
Haiti,1981.0,0.131693121
Honduras,1981.0,0.487003327
"Hong Kong, China",1981.0,3.627579621
Hungary,1981.0,8.101560621
Iceland,1981.0,7.602341718
India,1981.0,0.523086995
Indonesia,1981.0,0.649172289
Iran,1981.0,2.823577154
Iraq,1981.0,2.276933368
Ireland,1981.0,7.54129727
Israel,1981.0,5.558030255
Italy,1981.0,6.704712921
Jamaica,1981.0,3.425111603
Japan,1981.0,7.956604244
Jordan,1981.0,2.460109759
Kenya,1981.0,0.386194254
Kiribati,1981.0,0.522131245
Kuwait,1981.0,17.43931482
Lebanon,1981.0,2.262163522
Liberia,1981.0,0.975230748
Libya,1981.0,8.956824803
Luxembourg,1981.0,25.8695682
"Macao, China",1981.0,2.122224821
Madagascar,1981.0,0.116219288
Malawi,1981.0,0.094396867
Malaysia,1981.0,2.173818137
Maldives,1981.0,0.29436406
Mali,1981.0,0.053551651
Malta,1981.0,3.451959228
Martinique,1981.0,2.404848337
Mauritania,1981.0,0.424843463
Mauritius,1981.0,0.556095255
Mexico,1981.0,4.045940417
Mongolia,1981.0,3.82499882
Montserrat,1981.0,1.54881586
Morocco,1981.0,0.789252375
Mozambique,1981.0,0.200107547
Myanmar,1981.0,0.168217528
Nauru,1981.0,16.4099864
Nepal,1981.0,0.029513353
Netherlands,1981.0,11.64329051
New Caledonia,1981.0,9.620341729
New Zealand,1981.0,5.220708322
Nicaragua,1981.0,0.642216262
Niger,1981.0,0.113554267
Nigeria,1981.0,0.849855578
Niue,1981.0,1.120277014
Norway,1981.0,8.107694661
Oman,1981.0,4.814146887
Pakistan,1981.0,0.413027659
Panama,1981.0,1.67162014
Papua New Guinea,1981.0,0.584840809
Paraguay,1981.0,0.439418674
Peru,1981.0,1.360100275
Philippines,1981.0,0.716149473
Poland,1981.0,11.4145997
Portugal,1981.0,2.762288557
Qatar,1981.0,52.32766338
Reunion,1981.0,1.514511062
Romania,1981.0,8.871585918
Russia,1981.0,15.22600314
Rwanda,1981.0,0.112543293
Samoa,1981.0,0.660286753
Sao Tome and Principe,1981.0,0.454916719
Saudi Arabia,1981.0,16.80664247
Senegal,1981.0,0.592929693
Seychelles,1981.0,1.554721485
Sierra Leone,1981.0,0.214485344
Singapore,1981.0,10.89906678
Slovak Republic,1981.0,11.82163235
Solomon Islands,1981.0,0.572471841
Somalia,1981.0,0.041681072
South Africa,1981.0,8.6273645
Spain,1981.0,5.489488321
Sri Lanka,1981.0,0.259479968
Sudan,1981.0,0.220598401
Suriname,1981.0,5.538439167
Swaziland,1981.0,0.702238903
Sweden,1981.0,8.345047107
Switzerland,1981.0,6.152399983
Syria,1981.0,2.888889612
Taiwan,1981.0,4.135867672
Tanzania,1981.0,0.110107358
Thailand,1981.0,0.785082675
Togo,1981.0,0.227904612
Tonga,1981.0,0.510114901
Trinidad and Tobago,1981.0,15.73194709
Tunisia,1981.0,1.481458236
Turkey,1981.0,1.7697168
Uganda,1981.0,0.040462834
United Arab Emirates,1981.0,33.74405112
United Kingdom,1981.0,9.957271922
United States,1981.0,19.52885838
Uruguay,1981.0,1.832143565
Vanuatu,1981.0,0.432885831
Venezuela,1981.0,5.936520673
Western Sahara,1981.0,1.0040848
Vietnam,1981.0,0.321628229
Zambia,1981.0,0.56405426
Zimbabwe,1981.0,1.246040992
Afghanistan,1982.0,0.15366196
Albania,1982.0,2.630935957
Algeria,1982.0,1.953971991
Angola,1982.0,0.567561231
Antigua and Barbuda,1982.0,4.263379988
Argentina,1982.0,3.565892649
Australia,1982.0,15.49329031
Austria,1982.0,7.140653327
Bahamas,1982.0,10.27455326
Bahrain,1982.0,25.63327558
Bangladesh,1982.0,0.100971081
Barbados,1982.0,2.573007082
Belgium,1982.0,11.94317435
Belize,1982.0,1.13725102
Benin,1982.0,0.131800149
Bermuda,1982.0,6.979326389
Bhutan,1982.0,0.072720381
Bolivia,1982.0,0.778041876
Botswana,1982.0,1.02831897
Brazil,1982.0,1.350126977
British Virgin Islands,1982.0,3.126687701
Brunei,1982.0,10.40067693
Bulgaria,1982.0,10.10927797
Burkina Faso,1982.0,0.076021874
Burundi,1982.0,0.035869529
Cambodia,1982.0,0.049005942
Cameroon,1982.0,0.657234539
Canada,1982.0,15.99971677
Cape Verde,1982.0,0.118958786
Cayman Islands,1982.0,9.107970854
Chad,1982.0,0.043090543
Chile,1982.0,1.78828056
China,1982.0,1.563582436
Colombia,1982.0,1.633572388
Comoros,1982.0,0.135256818
"Congo, Dem. Rep.",1982.0,0.107619306
"Congo, Rep.",1982.0,0.705523778
Costa Rica,1982.0,0.842095689
Cote d'Ivoire,1982.0,0.658148517
Cuba,1982.0,3.488035074
Cyprus,1982.0,4.484006753
Denmark,1982.0,10.43591109
Djibouti,1982.0,0.957117474
Dominica,1982.0,0.536590125
Ecuador,1982.0,2.295202741
Egypt,1982.0,1.199103221
El Salvador,1982.0,0.36827746
Equatorial Guinea,1982.0,0.292500293
Ethiopia,1982.0,0.039693462
Faeroe Islands,1982.0,10.4568304
Fiji,1982.0,1.256498852
Finland,1982.0,8.926276768
France,1982.0,8.029095846
French Guiana,1982.0,4.884547069
French Polynesia,1982.0,2.105031066
Gabon,1982.0,9.052935369
Gambia,1982.0,0.238065375
Germany,1982.0,13.07022381
Ghana,1982.0,0.261798285
Gibraltar,1982.0,0.824989688
Greece,1982.0,5.323247846
Greenland,1982.0,10.10160219
Grenada,1982.0,0.670142809
Guadeloupe,1982.0,2.274702092
Guatemala,1982.0,0.490500349
Guinea,1982.0,0.215028446
Guinea-Bissau,1982.0,0.163565031
Guyana,1982.0,1.82021401
Haiti,1982.0,0.138471144
Honduras,1982.0,0.457063462
"Hong Kong, China",1982.0,3.767879786
Hungary,1982.0,8.144658181
Iceland,1982.0,6.857374895
India,1982.0,0.543384535
Indonesia,1982.0,0.66809949
Iran,1982.0,3.32586632
Iraq,1982.0,2.117945403
Ireland,1982.0,7.336338631
Israel,1982.0,6.198588578
Italy,1982.0,6.541255216
Jamaica,1982.0,2.826182362
Japan,1982.0,7.646846014
Jordan,1982.0,2.537421114
Kenya,1982.0,0.267312682
Kiribati,1982.0,0.445076414
Kuwait,1982.0,13.98116573
Lebanon,1982.0,2.161540655
Liberia,1982.0,0.291982664
Libya,1982.0,9.096752125
Luxembourg,1982.0,24.29767949
"Macao, China",1982.0,1.855024472
Madagascar,1982.0,0.111705217
Malawi,1982.0,0.090447758
Malaysia,1982.0,2.102095453
Maldives,1982.0,0.284224167
Mali,1982.0,0.048550087
Malta,1982.0,3.906211253
Martinique,1982.0,2.73107399
Mauritania,1982.0,0.549696754
Mauritius,1982.0,0.509145703
Mexico,1982.0,4.245928952
Mongolia,1982.0,3.795915106
Montserrat,1982.0,1.56334385
Morocco,1982.0,0.826701402
Mozambique,1982.0,0.199587927
Myanmar,1982.0,0.163809284
Nauru,1982.0,16.150624
Nepal,1982.0,0.028125504
Netherlands,1982.0,9.43281338
New Caledonia,1982.0,8.591006948
New Zealand,1982.0,5.718795673
Nicaragua,1982.0,0.617391671
Niger,1982.0,0.120487206
Nigeria,1982.0,0.823833988
Niue,1982.0,1.171458999
Norway,1982.0,7.990467217
Oman,1982.0,4.339020669
Pakistan,1982.0,0.43372624
Panama,1982.0,1.611356425
Papua New Guinea,1982.0,0.573383519
Paraguay,1982.0,0.414792813
Peru,1982.0,1.303872014
Philippines,1982.0,0.703166447
Poland,1982.0,11.63999372
Portugal,1982.0,2.953114239
Qatar,1982.0,44.96578334
Reunion,1982.0,1.639876542
Romania,1982.0,8.72361416
Russia,1982.0,15.40588075
Rwanda,1982.0,0.110615763
Samoa,1982.0,0.729422687
Sao Tome and Principe,1982.0,0.483915724
Saudi Arabia,1982.0,14.20719353
Senegal,1982.0,0.534487542
Seychelles,1982.0,1.307392192
Sierra Leone,1982.0,0.167737673
Singapore,1982.0,11.80232068
Slovak Republic,1982.0,11.61824725
Solomon Islands,1982.0,0.494125622
Somalia,1982.0,0.108755318
South Africa,1982.0,9.170623962
Spain,1982.0,5.525648675
Sri Lanka,1982.0,0.284010194
Sudan,1982.0,0.224255861
Suriname,1982.0,5.091111975
Swaziland,1982.0,0.682428737
Sweden,1982.0,7.483641437
Switzerland,1982.0,5.77602568
Syria,1982.0,2.564598589
Taiwan,1982.0,4.081274886
Tanzania,1982.0,0.108910502
Thailand,1982.0,0.766904118
Togo,1982.0,0.257643975
Tonga,1982.0,0.469719129
Trinidad and Tobago,1982.0,16.48827118
Tunisia,1982.0,1.400731156
Turkey,1982.0,1.882778818
Uganda,1982.0,0.040626318
United Arab Emirates,1982.0,31.8562054
United Kingdom,1982.0,9.73479352
United States,1982.0,18.35646376
Uruguay,1982.0,1.650120314
Vanuatu,1982.0,0.422712276
Venezuela,1982.0,5.861889889
Western Sahara,1982.0,1.069680029
Vietnam,1982.0,0.326381901
Zambia,1982.0,0.570913267
Zimbabwe,1982.0,1.118908009
Afghanistan,1983.0,0.189673387
Albania,1983.0,2.694629317
Algeria,1983.0,2.534360345
Angola,1983.0,0.602354163
Antigua and Barbuda,1983.0,1.244001259
Argentina,1983.0,3.572537913
Australia,1983.0,14.67332429
Austria,1983.0,6.88872302
Bahamas,1983.0,8.959657845
Bahrain,1983.0,20.87455983
Bangladesh,1983.0,0.094161354
Barbados,1983.0,2.720715931
Belgium,1983.0,10.33003605
Belize,1983.0,1.103491259
Benin,1983.0,0.11791908
Bermuda,1983.0,7.900637657
Bhutan,1983.0,0.063105372
Bolivia,1983.0,0.751499715
Botswana,1983.0,0.930910256
Brazil,1983.0,1.277159639
British Virgin Islands,1983.0,3.004233238
Brunei,1983.0,13.06476376
Bulgaria,1983.0,10.10930625
Burkina Faso,1983.0,0.076508059
Burundi,1983.0,0.045203043
Cambodia,1983.0,0.050842495
Cameroon,1983.0,0.663556107
Canada,1983.0,15.71734354
Cape Verde,1983.0,0.116250806
Cayman Islands,1983.0,9.214700745
Chad,1983.0,0.042051401
Chile,1983.0,1.778801471
China,1983.0,1.626078589
Colombia,1983.0,1.72106124
Comoros,1983.0,0.13103914
"Congo, Dem. Rep.",1983.0,0.1372128
"Congo, Rep.",1983.0,0.582396357
Costa Rica,1983.0,0.826151611
Cote d'Ivoire,1983.0,0.499768805
Cuba,1983.0,3.099828198
Cyprus,1983.0,4.463518242
Denmark,1983.0,9.759396924
Djibouti,1983.0,0.935409315
Dominica,1983.0,0.539598022
Ecuador,1983.0,2.265899653
Egypt,1983.0,1.182485842
El Salvador,1983.0,0.391112236
Equatorial Guinea,1983.0,0.228983985
Ethiopia,1983.0,0.04790373
Faeroe Islands,1983.0,10.99239624
Fiji,1983.0,1.043093626
Finland,1983.0,8.565994968
France,1983.0,7.725745567
French Guiana,1983.0,4.924911096
French Polynesia,1983.0,2.55721387
Gabon,1983.0,7.393027734
Gambia,1983.0,0.22887602
Germany,1983.0,13.04715204
Ghana,1983.0,0.303635298
Gibraltar,1983.0,1.376014811
Greece,1983.0,5.639596488
Greenland,1983.0,7.002044674
Grenada,1983.0,0.649962288
Guadeloupe,1983.0,2.383678537
Guatemala,1983.0,0.419469231
Guinea,1983.0,0.203703747
Guinea-Bissau,1983.0,0.160646721
Guyana,1983.0,1.628705632
Haiti,1983.0,0.146615736
Honduras,1983.0,0.503257853
"Hong Kong, China",1983.0,3.971541934
Hungary,1983.0,8.38694996
Iceland,1983.0,6.560361117
India,1983.0,0.576349783
Indonesia,1983.0,0.650853596
Iran,1983.0,3.475511897
Iraq,1983.0,2.618046681
Ireland,1983.0,7.332885683
Israel,1983.0,6.05796932
Italy,1983.0,6.381463163
Jamaica,1983.0,2.88335088
Japan,1983.0,7.454467306
Jordan,1983.0,2.848382317
Kenya,1983.0,0.255531131
Kiribati,1983.0,0.371477298
Kuwait,1983.0,13.63853455
Lebanon,1983.0,2.566504267
Liberia,1983.0,0.334516053
Libya,1983.0,8.568455416
Luxembourg,1983.0,22.71965331
"Macao, China",1983.0,2.510444849
Madagascar,1983.0,0.071439731
Malawi,1983.0,0.08539466
Malaysia,1983.0,2.543849041
Maldives,1983.0,0.295255022
Mali,1983.0,0.05419849
Malta,1983.0,2.92840672
Martinique,1983.0,3.078940844
Mauritania,1983.0,0.565358461
Mauritius,1983.0,0.599780292
Mexico,1983.0,3.802303317
Mongolia,1983.0,3.829821478
Montserrat,1983.0,1.897860594
Morocco,1983.0,0.839719753
Mozambique,1983.0,0.15210799
Myanmar,1983.0,0.165792793
Nauru,1983.0,15.87099512
Nepal,1983.0,0.030645225
Netherlands,1983.0,9.66188403
New Caledonia,1983.0,7.715688567
New Zealand,1983.0,5.584957706
Nicaragua,1983.0,0.568956732
Niger,1983.0,0.151112666
Nigeria,1983.0,0.734047034
Niue,1983.0,1.2300123
Norway,1983.0,7.294950833
Oman,1983.0,5.398681416
Pakistan,1983.0,0.451797454
Panama,1983.0,1.673058539
Papua New Guinea,1983.0,0.575867759
Paraguay,1983.0,0.41738038
Peru,1983.0,1.100287176
Philippines,1983.0,0.692100226
Poland,1983.0,11.53549914
Portugal,1983.0,3.036679621
Qatar,1983.0,36.75733396
Reunion,1983.0,1.675972464
Romania,1983.0,8.900985023
Russia,1983.0,15.51686341
Rwanda,1983.0,0.122890054
Samoa,1983.0,0.728063096
Sao Tome and Principe,1983.0,0.549110441
Saudi Arabia,1983.0,13.60476229
Senegal,1983.0,0.447805233
Seychelles,1983.0,1.515847497
Sierra Leone,1983.0,0.204327979
Singapore,1983.0,13.54692214
Slovak Republic,1983.0,11.55543136
Solomon Islands,1983.0,0.565530333
Somalia,1983.0,0.143379223
South Africa,1983.0,9.302943963
Spain,1983.0,5.365757474
Sri Lanka,1983.0,0.304682713
Sudan,1983.0,0.221556193
Suriname,1983.0,3.718407061
Swaziland,1983.0,0.41200754
Sweden,1983.0,7.001548542
Switzerland,1983.0,6.283320202
Syria,1983.0,2.827893444
Taiwan,1983.0,4.42874364
Tanzania,1983.0,0.108043993
Thailand,1983.0,0.842507184
Togo,1983.0,0.185243015
Tonga,1983.0,0.508357685
Trinidad and Tobago,1983.0,14.32505628
Tunisia,1983.0,1.620703407
Turkey,1983.0,1.914608548
Uganda,1983.0,0.04442428
United Arab Emirates,1983.0,29.0375707
United Kingdom,1983.0,9.678931901
United States,1983.0,18.32700114
Uruguay,1983.0,1.284197607
Vanuatu,1983.0,0.44264881
Venezuela,1983.0,5.686644293
Western Sahara,1983.0,0.995059347
Vietnam,1983.0,0.335248708
Zambia,1983.0,0.513566004
Zimbabwe,1983.0,1.276634225
Afghanistan,1984.0,0.218892083
Albania,1984.0,2.706556846
Algeria,1984.0,3.317148064
Angola,1984.0,0.570031301
Antigua and Barbuda,1984.0,2.198867583
Argentina,1984.0,3.562338312
Australia,1984.0,15.19620007
Austria,1984.0,7.22362896
Bahamas,1984.0,8.070210542
Bahrain,1984.0,22.74293591
Bangladesh,1984.0,0.101556559
Barbados,1984.0,2.953673137
Belgium,1984.0,10.71709981
Belize,1984.0,1.070453214
Benin,1984.0,0.127451307
Bermuda,1984.0,7.723867389
Bhutan,1984.0,0.107651807
Bolivia,1984.0,0.692984767
Botswana,1984.0,0.913108746
Brazil,1984.0,1.265490911
British Virgin Islands,1984.0,2.589657067
Brunei,1984.0,9.003045355
Bulgaria,1984.0,9.756090116
Burkina Faso,1984.0,0.058478732
Burundi,1984.0,0.046857711
Cambodia,1984.0,0.054248649
Cameroon,1984.0,0.592809145
Canada,1984.0,15.923864
Cape Verde,1984.0,0.261450066
Cayman Islands,1984.0,9.656098317
Chad,1984.0,0.043169604
Chile,1984.0,1.864095372
China,1984.0,1.74427806
Colombia,1984.0,1.668134957
Comoros,1984.0,0.127161297
"Congo, Dem. Rep.",1984.0,0.131388287
"Congo, Rep.",1984.0,0.563867422
Costa Rica,1984.0,0.76439697
Cote d'Ivoire,1984.0,0.535647128
Cuba,1984.0,3.259514093
Cyprus,1984.0,4.561118898
Denmark,1984.0,9.890119056
Djibouti,1984.0,0.925229812
Dominica,1984.0,0.592896028
Ecuador,1984.0,2.399296394
Egypt,1984.0,1.290779736
El Salvador,1984.0,0.325701653
Equatorial Guinea,1984.0,0.274655744
Ethiopia,1984.0,0.041859368
Faeroe Islands,1984.0,11.10121698
Fiji,1984.0,0.832341091
Finland,1984.0,8.659349263
France,1984.0,7.3707307
French Guiana,1984.0,4.308604287
French Polynesia,1984.0,2.704031465
Gabon,1984.0,7.789406667
Gambia,1984.0,0.234449257
Germany,1984.0,13.34292912
Ghana,1984.0,0.207131724
Gibraltar,1984.0,1.239715992
Greece,1984.0,5.76695101
Greenland,1984.0,10.81983234
Grenada,1984.0,0.63373289
Guadeloupe,1984.0,2.516413159
Guatemala,1984.0,0.440493409
Guinea,1984.0,0.203981706
Guinea-Bissau,1984.0,0.1781547
Guyana,1984.0,1.851463658
Haiti,1984.0,0.146111934
Honduras,1984.0,0.484665562
"Hong Kong, China",1984.0,4.176328874
Hungary,1984.0,8.582988949
Iceland,1984.0,7.60556652
India,1984.0,0.582768945
Indonesia,1984.0,0.68105417
Iran,1984.0,3.366745377
Iraq,1984.0,2.655734037
Ireland,1984.0,7.245786498
Israel,1984.0,5.910262589
Italy,1984.0,6.482438518
Jamaica,1984.0,2.266157255
Japan,1984.0,7.878295633
Jordan,1984.0,3.100657785
Kenya,1984.0,0.22807796
Kiribati,1984.0,0.361420052
Kuwait,1984.0,17.08795166
Lebanon,1984.0,2.454909192
Liberia,1984.0,0.321331797
Libya,1984.0,7.718690385
Luxembourg,1984.0,24.42438335
"Macao, China",1984.0,2.132820046
Madagascar,1984.0,0.100802393
Malawi,1984.0,0.079991718
Malaysia,1984.0,2.262858242
Maldives,1984.0,0.325495548
Mali,1984.0,0.055466776
Malta,1984.0,3.95426504
Martinique,1984.0,4.395334853
Mauritania,1984.0,0.508828647
Mauritius,1984.0,0.623465574
Mexico,1984.0,3.717522616
Mongolia,1984.0,3.440236885
Montserrat,1984.0,1.922068845
Morocco,1984.0,0.819080508
Mozambique,1984.0,0.116395423
Myanmar,1984.0,0.185183197
Nauru,1984.0,15.56970984
Nepal,1984.0,0.042564301
Netherlands,1984.0,10.087277
New Caledonia,1984.0,7.92649539
New Zealand,1984.0,5.948354691
Nicaragua,1984.0,0.513081832
Niger,1984.0,0.15148219
Nigeria,1984.0,0.831851932
Niue,1984.0,1.291079812
Norway,1984.0,7.997615682
Oman,1984.0,5.49058507
Pakistan,1984.0,0.464270907
Panama,1984.0,1.350549006
Papua New Guinea,1984.0,0.570946843
Paraguay,1984.0,0.4297184
Peru,1984.0,1.087819658
Philippines,1984.0,0.58921772
Poland,1984.0,11.75004055
Portugal,1984.0,2.91933555
Qatar,1984.0,36.44289451
Reunion,1984.0,1.816636308
Romania,1984.0,8.365882793
Russia,1984.0,15.54498221
Rwanda,1984.0,0.108261496
Samoa,1984.0,0.726494907
Sao Tome and Principe,1984.0,0.503766802
Saudi Arabia,1984.0,12.4142973
Senegal,1984.0,0.546489441
Seychelles,1984.0,1.497572118
Sierra Leone,1984.0,0.178389657
Singapore,1984.0,12.6181277
Slovak Republic,1984.0,11.86957251
Solomon Islands,1984.0,0.548167854
Somalia,1984.0,0.111376181
South Africa,1984.0,9.809658409
Spain,1984.0,5.188722823
Sri Lanka,1984.0,0.23533062
Sudan,1984.0,0.192611517
Suriname,1984.0,4.174744941
Swaziland,1984.0,0.490440333
Sweden,1984.0,6.879306992
Switzerland,1984.0,6.105218106
Syria,1984.0,3.234105741
Taiwan,1984.0,4.45426121
Tanzania,1984.0,0.111821338
Thailand,1984.0,0.895132709
Togo,1984.0,0.199204991
Tonga,1984.0,0.508016356
Trinidad and Tobago,1984.0,15.15657064
Tunisia,1984.0,1.614548885
Turkey,1984.0,1.980700064
Uganda,1984.0,0.040726255
United Arab Emirates,1984.0,36.2707615
United Kingdom,1984.0,9.37840835
United States,1984.0,18.7187054
Uruguay,1984.0,1.153387501
Vanuatu,1984.0,0.432740348
Venezuela,1984.0,5.543785569
Western Sahara,1984.0,1.009323603
Vietnam,1984.0,0.297641637
Zambia,1984.0,0.428820358
Zimbabwe,1984.0,1.164131788
Afghanistan,1985.0,0.277934166
Albania,1985.0,2.664398901
Algeria,1985.0,3.293451227
Angola,1985.0,0.518519058
Antigua and Barbuda,1985.0,3.800002032
Argentina,1985.0,3.313792955
Australia,1985.0,15.25465833
Austria,1985.0,7.235239262
Bahamas,1985.0,6.440619675
Bahrain,1985.0,24.44860716
Bangladesh,1985.0,0.110893668
Barbados,1985.0,3.329153876
Belgium,1985.0,10.61345134
Belize,1985.0,1.150035386
Benin,1985.0,0.179783017
Bermuda,1985.0,7.80114855
Bhutan,1985.0,0.127097275
Bolivia,1985.0,0.692428824
Botswana,1985.0,0.979593953
Brazil,1985.0,1.330177158
British Virgin Islands,1985.0,2.751926348
Brunei,1985.0,11.85117553
Bulgaria,1985.0,9.992020089
Burkina Faso,1985.0,0.058345019
Burundi,1985.0,0.047623004
Cambodia,1985.0,0.052779097
Cameroon,1985.0,0.615592984
Canada,1985.0,15.54871362
Cape Verde,1985.0,0.256737325
Cayman Islands,1985.0,9.63381585
Chad,1985.0,0.034877663
Chile,1985.0,1.775909288
China,1985.0,1.861076425
Colombia,1985.0,1.612825127
Comoros,1985.0,0.142583087
"Congo, Dem. Rep.",1985.0,0.117284566
"Congo, Rep.",1985.0,0.614883808
Costa Rica,1985.0,0.841822765
Cote d'Ivoire,1985.0,0.698058196
Cuba,1985.0,3.23508409
Cyprus,1985.0,4.407802749
Denmark,1985.0,11.68683895
Djibouti,1985.0,0.927531056
Dominica,1985.0,0.647319509
Ecuador,1985.0,2.137337884
Egypt,1985.0,1.261991181
El Salvador,1985.0,0.397793812
