country,year,emissions
Mexico,1964.0,1.704475812
Mongolia,1964.0,1.900478464
Montserrat,1964.0,0.619683398
Morocco,1964.0,0.34121958
Mozambique,1964.0,0.258094148
Myanmar,1964.0,0.125305915
Nauru,1964.0,5.333333333
Nepal,1964.0,0.014322955
Netherlands,1964.0,8.034472448
New Caledonia,1964.0,12.42250054
New Zealand,1964.0,5.076225372
Nicaragua,1964.0,0.474571133
Niger,1964.0,0.026084376
Nigeria,1964.0,0.145261072
Norway,1964.0,4.382628314
Oman,1964.0,0.017903937
Pakistan,1964.0,0.316834269
Panama,1964.0,0.980355815
Papua New Guinea,1964.0,0.126447413
Paraguay,1964.0,0.204194386
Peru,1964.0,1.100679163
Philippines,1964.0,0.43274424
Poland,1964.0,7.907881001
Portugal,1964.0,1.234848403
Qatar,1964.0,93.52235572
Reunion,1964.0,0.330233203
Romania,1964.0,3.821270134
Russia,1964.0,8.834061517
Rwanda,1964.0,0.011732151
Samoa,1964.0,0.207776788
Sao Tome and Principe,1964.0,0.171166265
Saudi Arabia,1964.0,1.524585033
Senegal,1964.0,0.271512279
Seychelles,1964.0,0.161282046
Sierra Leone,1964.0,0.130419256
Singapore,1964.0,2.016986988
Slovak Republic,1964.0,9.416125077
Solomon Islands,1964.0,0.130952381
Somalia,1964.0,0.04383458
South Africa,1964.0,6.196698447
Spain,1964.0,2.027568701
Sri Lanka,1964.0,0.207378597
Sudan,1964.0,0.183842381
Suriname,1964.0,1.871338517
Swaziland,1964.0,0.028759899
Sweden,1964.0,7.871573165
Switzerland,1964.0,4.915672402
Syria,1964.0,0.83938703
Taiwan,1964.0,1.340273929
Tanzania,1964.0,0.0911936
Thailand,1964.0,0.242547399
Togo,1964.0,0.079784775
Tonga,1964.0,0.153293013
Trinidad and Tobago,1964.0,4.295800077
Tunisia,1964.0,0.607147295
Turkey,1964.0,0.846485129
Uganda,1964.0,0.063422498
United Arab Emirates,1964.0,0.13632961
United Kingdom,1964.0,11.26351221
United States,1964.0,16.51846621
Uruguay,1964.0,1.710338271
Vanuatu,1964.0,0.864168434
Venezuela,1964.0,6.46111614
Vietnam,1964.0,0.303335705
Zambia,1964.0,0.955477043
Zimbabwe,1964.0,1.045287591
Afghanistan,1965.0,0.094254528
Albania,1965.0,1.162781163
Algeria,1965.0,0.553244337
Angola,1965.0,0.218738809
Antigua and Barbuda,1965.0,2.512086982
Argentina,1965.0,2.639905909
Australia,1965.0,10.64775735
Austria,1965.0,5.253795798
Bahamas,1965.0,9.398151784
Bahrain,1965.0,6.591503847
Bangladesh,1965.0,0.054049818
Barbados,1965.0,0.872752415
Belgium,1965.0,11.17420316
Belize,1965.0,0.791520407
Benin,1965.0,0.057765192
Bermuda,1965.0,3.678754001
Bolivia,1965.0,0.40253401
Brazil,1965.0,0.668254686
British Virgin Islands,1965.0,0.832576446
Brunei,1965.0,3.352220972
Bulgaria,1965.0,5.645188978
Burkina Faso,1965.0,0.019429159
Burundi,1965.0,0.011412455
Cambodia,1965.0,0.065674451
Cameroon,1965.0,0.051526172
Canada,1965.0,12.81283341
Cape Verde,1965.0,0.106810486
Cayman Islands,1965.0,1.264222503
Chad,1965.0,0.032334442
Chile,1965.0,2.052395763
China,1965.0,0.670049507
Colombia,1965.0,1.233239837
Comoros,1965.0,0.06915075
"Congo, Dem. Rep.",1965.0,0.140870341
"Congo, Rep.",1965.0,0.212164786
Costa Rica,1965.0,0.535235156
Cote d'Ivoire,1965.0,0.26523584
Cuba,1965.0,1.839372236
Cyprus,1965.0,1.981449866
Denmark,1965.0,9.31556665
Djibouti,1965.0,1.03679331
Dominica,1965.0,0.225512657
Ecuador,1965.0,0.442454318
Egypt,1965.0,0.869948565
El Salvador,1965.0,0.320926306
Equatorial Guinea,1965.0,0.10887222
Ethiopia,1965.0,0.025326853
Faeroe Islands,1965.0,3.728027992
Fiji,1965.0,0.743000241
Finland,1965.0,5.549004288
France,1965.0,7.216114324
French Guiana,1965.0,0.931879601
French Polynesia,1965.0,0.908186964
Gabon,1965.0,0.431045934
Gambia,1965.0,0.071640819
Germany,1965.0,12.64986654
Ghana,1965.0,0.218370114
Gibraltar,1965.0,2.050355586
Greece,1965.0,1.990916078
Greenland,1965.0,8.78915381
Grenada,1965.0,0.232654054
Guadeloupe,1965.0,0.682871564
Guatemala,1965.0,0.414938398
Guinea,1965.0,0.182250239
Guinea-Bissau,1965.0,0.110424213
Guyana,1965.0,1.68319939
Haiti,1965.0,0.071226405
Honduras,1965.0,0.319932353
"Hong Kong, China",1965.0,1.264440984
Hungary,1965.0,6.043695195
Iceland,1965.0,7.276041667
India,1965.0,0.334320855
Indonesia,1965.0,0.237047046
Iran,1965.0,2.144968836
Iraq,1965.0,2.276563148
Ireland,1965.0,4.776712047
Israel,1965.0,5.130866157
Italy,1965.0,3.687794845
Jamaica,1965.0,1.699613724
Japan,1965.0,3.974457011
Jordan,1965.0,1.259867808
Kenya,1965.0,0.259627715
Kiribati,1965.0,0.290275762
Kuwait,1965.0,73.14326232
Lebanon,1965.0,1.499007972
Liberia,1965.0,0.441782826
Libya,1965.0,0.625797394
Luxembourg,1965.0,36.80990231
"Macao, China",1965.0,0.637970866
Madagascar,1965.0,0.096687449
Malawi,1965.0,0.087638038
Mali,1965.0,0.03537459
Malta,1965.0,1.546504671
Martinique,1965.0,0.788687419
Mauritania,1965.0,0.163994472
Mauritius,1965.0,0.404126249
Mexico,1965.0,1.675782427
Mongolia,1965.0,1.765057982
Montserrat,1965.0,0.309710843
Morocco,1965.0,0.319797843
Mozambique,1965.0,0.236689258
Myanmar,1965.0,0.116930068
Nauru,1965.0,5.751132799
Nepal,1965.0,0.016779809
Netherlands,1965.0,8.227715353
New Caledonia,1965.0,13.51143866
New Zealand,1965.0,5.212574512
Nicaragua,1965.0,0.378780898
Niger,1965.0,0.02434297
Nigeria,1965.0,0.229758853
Norway,1965.0,4.407286846
Oman,1965.0,0.040705011
Pakistan,1965.0,0.324056683
Panama,1965.0,1.171048973
Papua New Guinea,1965.0,0.140824193
Paraguay,1965.0,0.252734704
Peru,1965.0,1.043376656
Philippines,1965.0,0.456803437
Poland,1965.0,7.943009567
Portugal,1965.0,1.303180948
Qatar,1965.0,86.10567515
Reunion,1965.0,0.384945967
Romania,1965.0,4.135981722
Russia,1965.0,9.289621079
Rwanda,1965.0,0.014799774
Samoa,1965.0,0.231096685
Sao Tome and Principe,1965.0,0.169745228
Saudi Arabia,1965.0,0.881617765
Senegal,1965.0,0.48333962
Seychelles,1965.0,0.157557007
Sierra Leone,1965.0,0.118961944
Singapore,1965.0,1.346059
Slovak Republic,1965.0,9.086920227
Solomon Islands,1965.0,0.179487179
Somalia,1965.0,0.041627483
South Africa,1965.0,6.472667818
Spain,1965.0,2.214715675
Sri Lanka,1965.0,0.237029169
Sudan,1965.0,0.234367605
Suriname,1965.0,2.395165118
Swaziland,1965.0,0.206017236
Sweden,1965.0,8.097100557
Switzerland,1965.0,5.208948881
Syria,1965.0,0.683798887
Taiwan,1965.0,1.376765809
Tanzania,1965.0,0.099490692
Thailand,1965.0,0.234351175
Togo,1965.0,0.077668029
Tonga,1965.0,0.147921037
Trinidad and Tobago,1965.0,5.812214787
Tunisia,1965.0,0.532181425
Turkey,1965.0,0.860177593
Uganda,1965.0,0.078234647
United Arab Emirates,1965.0,0.150286569
United Kingdom,1965.0,11.45472843
United States,1965.0,16.99960741
Uruguay,1965.0,2.049811686
Vanuatu,1965.0,0.641655561
Venezuela,1965.0,6.703328799
Vietnam,1965.0,0.330033177
Zambia,1965.0,1.10707001
Zimbabwe,1965.0,1.17908128
Afghanistan,1966.0,0.099990324
Albania,1966.0,1.327097915
Algeria,1966.0,0.689269664
Angola,1966.0,0.281433986
Antigua and Barbuda,1966.0,5.707388474
Argentina,1966.0,2.790762673
Australia,1966.0,10.35686147
Austria,1966.0,5.368048837
Bahamas,1966.0,7.464640875
Bahrain,1966.0,3.402644521
Bangladesh,1966.0,0.053261127
Barbados,1966.0,1.134603864
Belgium,1966.0,11.09672991
Belize,1966.0,0.735311991
Benin,1966.0,0.042952892
Bermuda,1966.0,4.072757627
Bolivia,1966.0,0.440219518
Brazil,1966.0,0.741321794
British Virgin Islands,1966.0,1.221272344
Brunei,1966.0,4.718460898
Bulgaria,1966.0,5.899563331
Burkina Faso,1966.0,0.019087064
Burundi,1966.0,0.014552641
Cambodia,1966.0,0.07437552
Cameroon,1966.0,0.055646739
Canada,1966.0,12.91433027
Cape Verde,1966.0,0.089168464
Cayman Islands,1966.0,2.086415538
Chad,1966.0,0.025114365
Chile,1966.0,2.12358828
China,1966.0,0.718445903
Colombia,1966.0,1.230090142
Comoros,1966.0,0.084591439
"Congo, Dem. Rep.",1966.0,0.133271714
"Congo, Rep.",1966.0,0.258736124
Costa Rica,1966.0,0.608967739
Cote d'Ivoire,1966.0,0.281231183
Cuba,1966.0,1.874577895
Cyprus,1966.0,2.123334472
Denmark,1966.0,10.45340906
Djibouti,1966.0,1.117455836
Dominica,1966.0,0.221203346
Ecuador,1966.0,0.456399685
Egypt,1966.0,0.815090838
El Salvador,1966.0,0.390472666
Equatorial Guinea,1966.0,0.093173414
Ethiopia,1966.0,0.031574796
Faeroe Islands,1966.0,3.784175267
Fiji,1966.0,0.677395833
Finland,1966.0,6.449930078
France,1966.0,7.051443158
French Guiana,1966.0,1.070559611
French Polynesia,1966.0,1.25809705
Gabon,1966.0,0.753973354
Gambia,1966.0,0.079070325
Germany,1966.0,12.44498619
Ghana,1966.0,0.180426244
Gibraltar,1966.0,2.332287338
Greece,1966.0,2.169308507
Greenland,1966.0,9.546031356
Grenada,1966.0,0.309234154
Guadeloupe,1966.0,0.829366796
Guatemala,1966.0,0.355964355
Guinea,1966.0,0.18470225
Guinea-Bissau,1966.0,0.110675118
Guyana,1966.0,1.794639894
Haiti,1966.0,0.06981674
Honduras,1966.0,0.333733124
"Hong Kong, China",1966.0,1.335533055
Hungary,1966.0,6.067381037
Iceland,1966.0,7.687248212
India,1966.0,0.338680958
Indonesia,1966.0,0.218957075
Iran,1966.0,2.492138674
Iraq,1966.0,3.16262864
Ireland,1966.0,5.233070243
Israel,1966.0,5.246036245
Italy,1966.0,4.132551397
Jamaica,1966.0,1.973918481
Japan,1966.0,4.261142224
Jordan,1966.0,1.297414181
Kenya,1966.0,0.273252444
Kiribati,1966.0,0.281538737
Kuwait,1966.0,65.61283907
Lebanon,1966.0,1.585643897
Liberia,1966.0,0.473075148
Libya,1966.0,1.556662147
Luxembourg,1966.0,34.84523613
"Macao, China",1966.0,0.693198813
Madagascar,1966.0,0.098026011
Malawi,1966.0,0.105285142
Mali,1966.0,0.033593507
Malta,1966.0,1.358741694
Martinique,1966.0,0.859830696
Mauritania,1966.0,0.177553777
Mauritius,1966.0,0.357387923
Mexico,1966.0,1.750451933
Mongolia,1966.0,1.710917657
Montserrat,1966.0,0.621153086
Morocco,1966.0,0.398952987
Mozambique,1966.0,0.245654079
Myanmar,1966.0,0.117740856
Nauru,1966.0,5.559299191
Nepal,1966.0,0.017446019
Netherlands,1966.0,8.379583995
New Caledonia,1966.0,16.12512987
New Zealand,1966.0,5.251452543
Nicaragua,1966.0,0.452130772
Niger,1966.0,0.034966447
Nigeria,1966.0,0.246583458
Norway,1966.0,5.211752477
Oman,1966.0,0.045289995
Pakistan,1966.0,0.321325143
Panama,1966.0,1.232523244
Papua New Guinea,1966.0,0.154410573
Paraguay,1966.0,0.229648929
Peru,1966.0,1.123676184
Philippines,1966.0,0.510991327
Poland,1966.0,8.032696193
Portugal,1966.0,1.338857779
Qatar,1966.0,79.27026902
Reunion,1966.0,0.443508606
Romania,1966.0,4.375605253
Russia,1966.0,9.739238365
Rwanda,1966.0,0.01325609
Samoa,1966.0,0.196951095
Sao Tome and Principe,1966.0,0.166762682
Saudi Arabia,1966.0,1.293559815
Senegal,1966.0,0.476065768
Seychelles,1966.0,0.154171747
Sierra Leone,1966.0,0.124519248
Singapore,1966.0,0.351188602
Slovak Republic,1966.0,8.959127474
Solomon Islands,1966.0,0.174603175
Somalia,1966.0,0.042807163
South Africa,1966.0,6.314548735
Spain,1966.0,2.395649682
Sri Lanka,1966.0,0.231939457
Sudan,1966.0,0.249190985
Suriname,1966.0,3.20900277
Swaziland,1966.0,0.502678738
Sweden,1966.0,9.310076697
Switzerland,1966.0,5.327625264
Syria,1966.0,0.884134506
Taiwan,1966.0,1.462978255
Tanzania,1966.0,0.113915583
Thailand,1966.0,0.289223615
Togo,1966.0,0.101890436
Tonga,1966.0,0.143253415
Trinidad and Tobago,1966.0,4.469474875
Tunisia,1966.0,0.610917434
Turkey,1966.0,0.968916589
Uganda,1966.0,0.088451061
United Arab Emirates,1966.0,0.163550707
United Kingdom,1966.0,11.31430706
United States,1966.0,17.66143423
Uruguay,1966.0,1.985380624
Vanuatu,1966.0,1.007721502
Venezuela,1966.0,6.0821409
Vietnam,1966.0,0.469627833
Zambia,1966.0,0.960026173
Zimbabwe,1966.0,1.323551066
Afghanistan,1967.0,0.114956367
Albania,1967.0,1.356347897
Algeria,1967.0,0.67135256
Angola,1967.0,0.176895827
Antigua and Barbuda,1967.0,9.074449051
Argentina,1967.0,2.856315909
Australia,1967.0,10.86881055
Austria,1967.0,5.433417824
Bahamas,1967.0,11.17131756
Bahrain,1967.0,5.149205666
Bangladesh,1967.0,0.054676033
Barbados,1967.0,1.426700445
Belgium,1967.0,11.28868813
Belize,1967.0,1.070919663
Benin,1967.0,0.053108322
Bermuda,1967.0,4.242472603
Bolivia,1967.0,0.481523937
Brazil,1967.0,0.74310443
British Virgin Islands,1967.0,0.397858796
Brunei,1967.0,4.037882681
Bulgaria,1967.0,6.626313123
Burkina Faso,1967.0,0.018737238
Burundi,1967.0,0.014265153
Cambodia,1967.0,0.064448796
Cameroon,1967.0,0.072231838
Canada,1967.0,13.74856901
Cape Verde,1967.0,0.072438858
Cayman Islands,1967.0,1.65258216
Chad,1967.0,0.034229045
Chile,1967.0,2.130937029
China,1967.0,0.579386074
Colombia,1967.0,1.256842643
Comoros,1967.0,0.082673822
"Congo, Dem. Rep.",1967.0,0.123347069
"Congo, Rep.",1967.0,0.263587701
Costa Rica,1967.0,0.5215472
Cote d'Ivoire,1967.0,0.310882091
Cuba,1967.0,1.908353625
Cyprus,1967.0,2.306399413
Denmark,1967.0,10.15974302
Djibouti,1967.0,0.66039789
Dominica,1967.0,0.325054299
Ecuador,1967.0,0.474510309
Egypt,1967.0,0.58880108
El Salvador,1967.0,0.336752691
Equatorial Guinea,1967.0,0.090872828
Ethiopia,1967.0,0.040100543
Faeroe Islands,1967.0,4.526506003
Fiji,1967.0,0.728941648
Finland,1967.0,6.243026103
France,1967.0,7.491194711
French Guiana,1967.0,1.621663563
French Polynesia,1967.0,1.397413782
Gabon,1967.0,1.984418783
Gambia,1967.0,0.07746388
Germany,1967.0,12.16528792
Ghana,1967.0,0.183550197
Gibraltar,1967.0,2.608744176
Greece,1967.0,2.2591145
Greenland,1967.0,9.888108249
Grenada,1967.0,0.386221038
Guadeloupe,1967.0,0.936550584
Guatemala,1967.0,0.394706044
Guinea,1967.0,0.183185259
Guinea-Bissau,1967.0,0.080152593
Guyana,1967.0,1.958883668
Haiti,1967.0,0.058542076
Honduras,1967.0,0.352900448
"Hong Kong, China",1967.0,1.552552917
Hungary,1967.0,5.762970979
Iceland,1967.0,7.33355669
India,1967.0,0.332354028
Indonesia,1967.0,0.224055435
Iran,1967.0,2.568641865
Iraq,1967.0,2.031171503
Ireland,1967.0,5.658627407
Israel,1967.0,5.104566138
Italy,1967.0,4.489244601
Jamaica,1967.0,2.144215045
Japan,1967.0,4.912485726
Jordan,1967.0,1.063459158
Kenya,1967.0,0.266124845
Kiribati,1967.0,0.545716128
Kuwait,1967.0,43.25159407
Lebanon,1967.0,1.522923921
Liberia,1967.0,0.460918756
Libya,1967.0,10.51977149
Luxembourg,1967.0,33.94321151
"Macao, China",1967.0,0.726053438
Madagascar,1967.0,0.139150369
Malawi,1967.0,0.08775335
Mali,1967.0,0.03884597
Malta,1967.0,1.710642893
Martinique,1967.0,0.93123299
Mauritania,1967.0,0.190239741
Mauritius,1967.0,0.635379331
Mexico,1967.0,1.893829951
Mongolia,1967.0,1.830813236
Montserrat,1967.0,0.623901083
Morocco,1967.0,0.384132225
Mozambique,1967.0,0.211785276
Myanmar,1967.0,0.148337521
Nauru,1967.0,7.811646455
Nepal,1967.0,0.019054493
Netherlands,1967.0,8.527330638
New Caledonia,1967.0,15.33994526
New Zealand,1967.0,5.043981373
Nicaragua,1967.0,0.493984126
Niger,1967.0,0.033018077
Nigeria,1967.0,0.239836116
Norway,1967.0,5.106779437
Oman,1967.0,0.203697281
Pakistan,1967.0,0.332186395
Panama,1967.0,1.22592825
Papua New Guinea,1967.0,0.193166396
Paraguay,1967.0,0.212387459
Peru,1967.0,1.125580108
Philippines,1967.0,0.560911851
Poland,1967.0,8.166969204
Portugal,1967.0,1.412161731
Qatar,1967.0,78.19478546
Reunion,1967.0,0.505302508
Romania,1967.0,4.728971938
Russia,1967.0,10.12302065
Rwanda,1967.0,0.011790304
Samoa,1967.0,0.192028091
Sao Tome and Principe,1967.0,0.162632878
Saudi Arabia,1967.0,4.964984389
Senegal,1967.0,0.188001328
Seychelles,1967.0,0.151034587
Sierra Leone,1967.0,0.102952331
Singapore,1967.0,1.559765597
Slovak Republic,1967.0,8.873106844
Solomon Islands,1967.0,0.218543046
Somalia,1967.0,0.067904784
South Africa,1967.0,6.422741585
Spain,1967.0,2.639909728
Sri Lanka,1967.0,0.25097442
Sudan,1967.0,0.293143751
Suriname,1967.0,3.798367764
Swaziland,1967.0,0.552631686
Sweden,1967.0,8.775040217
Switzerland,1967.0,5.433739769
Syria,1967.0,0.801313396
Taiwan,1967.0,1.611839695
Tanzania,1967.0,0.141874844
Thailand,1967.0,0.360217642
Togo,1967.0,0.107433299
Tonga,1967.0,0.185538927
Trinidad and Tobago,1967.0,5.025595686
Tunisia,1967.0,0.640288867
Turkey,1967.0,1.007594947
Uganda,1967.0,0.094486666
United Arab Emirates,1967.0,5.475251862
United Kingdom,1967.0,10.78107494
United States,1967.0,18.13966389
Uruguay,1967.0,1.776361086
Vanuatu,1967.0,1.074036339
Venezuela,1967.0,6.794223719
Vietnam,1967.0,0.548723937
Zambia,1967.0,1.273978365
Zimbabwe,1967.0,1.122873199
Afghanistan,1968.0,0.107323136
Albania,1968.0,1.514140575
Algeria,1968.0,0.699884897
Angola,1968.0,0.292657858
Antigua and Barbuda,1968.0,15.61489566
Argentina,1968.0,2.968070041
Australia,1968.0,11.05564018
Austria,1968.0,5.726655614
Bahamas,1968.0,10.28508274
Bahrain,1968.0,5.523359591
Bangladesh,1968.0,0.060727743
Barbados,1968.0,1.856743778
Belgium,1968.0,12.40628076
Belize,1968.0,0.882903491
Benin,1968.0,0.056170103
Bermuda,1968.0,4.412441639
Bolivia,1968.0,0.541582091
Brazil,1968.0,0.847031068
British Virgin Islands,1968.0,1.555979914
Brunei,1968.0,3.760914542
Bulgaria,1968.0,7.101515847
Burkina Faso,1968.0,0.018383208
Burundi,1968.0,0.016144893
Cambodia,1968.0,0.073802198
Cameroon,1968.0,0.077804259
Canada,1968.0,14.50010119
Cape Verde,1968.0,0.112989998
Cayman Islands,1968.0,2.443901355
Chad,1968.0,0.035622294
Chile,1968.0,2.301722036
China,1968.0,0.60920671
Colombia,1968.0,1.315232387
Comoros,1968.0,0.080736908
"Congo, Dem. Rep.",1968.0,0.176144095
"Congo, Rep.",1968.0,0.358130069
Costa Rica,1968.0,0.60052865
Cote d'Ivoire,1968.0,0.353838867
Cuba,1968.0,1.908513853
Cyprus,1968.0,2.713590114
Denmark,1968.0,10.96234643
Djibouti,1968.0,0.85019674
Dominica,1968.0,0.318651236
Ecuador,1968.0,0.553723137
Egypt,1968.0,0.668620113
El Salvador,1968.0,0.356471076
Equatorial Guinea,1968.0,0.10160384
Ethiopia,1968.0,0.062853606
Faeroe Islands,1968.0,4.862050371
Fiji,1968.0,0.793741469
Finland,1968.0,7.259968099
France,1968.0,7.687855387
French Guiana,1968.0,1.879503752
French Polynesia,1968.0,1.489548976
Gabon,1968.0,3.809335169
Gambia,1968.0,0.084166003
Germany,1968.0,12.72099839
Ghana,1968.0,0.212216048
Gibraltar,1968.0,2.729754322
Greece,1968.0,2.566236178
Greenland,1968.0,12.38710463
Grenada,1968.0,0.425250757
Guadeloupe,1968.0,0.889447808
Guatemala,1968.0,0.414821634
Guinea,1968.0,0.185385891
Guinea-Bissau,1968.0,0.104912662
Guyana,1968.0,1.920723612
Haiti,1968.0,0.058207667
Honduras,1968.0,0.480411025
"Hong Kong, China",1968.0,1.584683234
Hungary,1968.0,5.970559923
Iceland,1968.0,8.004094885
India,1968.0,0.353660132
Indonesia,1968.0,0.245279085
Iran,1968.0,3.032246532
Iraq,1968.0,2.104788182
Ireland,1968.0,6.112326869
Israel,1968.0,5.093054655
Italy,1968.0,4.74424657
Jamaica,1968.0,2.128659164
Japan,1968.0,5.569950582
Jordan,1968.0,1.039321096
Kenya,1968.0,0.268485397
Kiribati,1968.0,0.793765334
Kuwait,1968.0,34.96993894
Lebanon,1968.0,1.541152595
Liberia,1968.0,0.647827615
Libya,1968.0,16.43551077
Luxembourg,1968.0,36.560351
"Macao, China",1968.0,0.711292542
Madagascar,1968.0,0.146861562
Malawi,1968.0,0.090648432
Mali,1968.0,0.033879245
Malta,1968.0,2.098359793
Martinique,1968.0,0.957565545
Mauritania,1968.0,0.219194802
Mauritius,1968.0,0.798169465
Mexico,1968.0,1.920166576
Mongolia,1968.0,2.052113826
Montserrat,1968.0,0.627155848
Morocco,1968.0,0.388090073
Mozambique,1968.0,0.307340774
Myanmar,1968.0,0.117371931
Nauru,1968.0,7.637664904
Nepal,1968.0,0.022186548
Netherlands,1968.0,8.961089164
New Caledonia,1968.0,18.66480086
New Zealand,1968.0,4.924955237
Nicaragua,1968.0,0.545905707
Niger,1968.0,0.03916524
Nigeria,1968.0,0.121154128
Norway,1968.0,5.539247466
Oman,1968.0,0.235216817
Pakistan,1968.0,0.370914692
Panama,1968.0,1.416911722
Papua New Guinea,1968.0,0.217180333
Paraguay,1968.0,0.250345763
Peru,1968.0,1.162590212
Philippines,1968.0,0.664876954
Poland,1968.0,8.624109047
Portugal,1968.0,1.491455771
Qatar,1968.0,76.69421607
Reunion,1968.0,0.495464855
Romania,1968.0,5.073838684
Russia,1968.0,10.35409802
Rwanda,1968.0,0.015598023
Samoa,1968.0,0.214337211
Sao Tome and Principe,1968.0,0.210588787
Saudi Arabia,1968.0,5.46091254
Senegal,1968.0,0.0
Seychelles,1968.0,0.148043471
Sierra Leone,1968.0,0.153900273
Singapore,1968.0,2.711496927
Slovak Republic,1968.0,9.219181994
Solomon Islands,1968.0,0.238095238
Somalia,1968.0,0.044735997
South Africa,1968.0,6.45956891
Spain,1968.0,2.935168149
Sri Lanka,1968.0,0.269692055
Sudan,1968.0,0.278723059
Suriname,1968.0,4.027895674
Swaziland,1968.0,0.660109787
Sweden,1968.0,9.796656168
Switzerland,1968.0,5.9484839
Syria,1968.0,1.002069015
Taiwan,1968.0,1.731437712
Tanzania,1968.0,0.129326571
Thailand,1968.0,0.491322892
Togo,1968.0,0.100613692
Tonga,1968.0,0.180855611
Trinidad and Tobago,1968.0,4.301267565
Tunisia,1968.0,0.730622211
Turkey,1968.0,1.06853185
Uganda,1968.0,0.110827388
United Arab Emirates,1968.0,6.872795232
United Kingdom,1968.0,10.99226294
United States,1968.0,18.62673272
Uruguay,1968.0,1.760565284
Vanuatu,1968.0,0.772676187
Venezuela,1968.0,6.560842266
Vietnam,1968.0,0.550684834
Zambia,1968.0,1.178158891
Zimbabwe,1968.0,1.309727195
Afghanistan,1969.0,0.080700021
Albania,1969.0,1.558242744
Algeria,1969.0,0.845270958
Angola,1969.0,0.479197168
Antigua and Barbuda,1969.0,19.49024713
Argentina,1969.0,3.274029793
Australia,1969.0,11.41858012
Austria,1969.0,6.013441208
Bahamas,1969.0,10.62523717
Bahrain,1969.0,6.197706345
Bangladesh,1969.0,0.057307019
Barbados,1969.0,2.021120074
Belgium,1969.0,12.88914596
Belize,1969.0,1.135903769
Benin,1969.0,0.072181785
Bermuda,1969.0,3.864922897
Bolivia,1969.0,0.618939283
Brazil,1969.0,0.899492955
British Virgin Islands,1969.0,1.904564028
Brunei,1969.0,4.082942621
Bulgaria,1969.0,7.867142952
Burkina Faso,1969.0,0.021248842
Burundi,1969.0,0.021162861
Cambodia,1969.0,0.197553324
Cameroon,1969.0,0.085772115
Canada,1969.0,14.40185357
Cape Verde,1969.0,0.137522004
Cayman Islands,1969.0,4.774305556
Chad,1969.0,0.045124759
Chile,1969.0,2.399268812
China,1969.0,0.728484529
Colombia,1969.0,1.349456629
Comoros,1969.0,0.078843212
"Congo, Dem. Rep.",1969.0,0.185432792
"Congo, Rep.",1969.0,0.38752992
Costa Rica,1969.0,0.646713407
Cote d'Ivoire,1969.0,0.401765045
Cuba,1969.0,2.018438085
Cyprus,1969.0,2.758056428
Denmark,1969.0,12.12925547
Djibouti,1969.0,0.55562144
Dominica,1969.0,0.26111396
Ecuador,1969.0,0.619714605
Egypt,1969.0,0.561234731
El Salvador,1969.0,0.327670635
Equatorial Guinea,1969.0,0.150677191
Ethiopia,1969.0,0.059166035
Faeroe Islands,1969.0,5.576094461
Fiji,1969.0,0.848898655
Finland,1969.0,8.254981915
France,1969.0,8.200852337
French Guiana,1969.0,1.803767236
French Polynesia,1969.0,1.50597255
Gabon,1969.0,2.749970109
Gambia,1969.0,0.106759122
Germany,1969.0,13.5226599
Ghana,1969.0,0.199234493
Gibraltar,1969.0,2.701485817
Greece,1969.0,2.912195165
Greenland,1969.0,9.00024325
Grenada,1969.0,0.503615111
Guadeloupe,1969.0,0.983386552
Guatemala,1969.0,0.430103147
Guinea,1969.0,0.182451351
Guinea-Bissau,1969.0,0.098358255
Guyana,1969.0,1.930979825
Haiti,1969.0,0.068205029
Honduras,1969.0,0.449748702
"Hong Kong, China",1969.0,1.97480989
Hungary,1969.0,6.072760651
Iceland,1969.0,6.274614843
India,1969.0,0.352153808
Indonesia,1969.0,0.289382372
Iran,1969.0,2.977451317
Iraq,1969.0,2.334561635
Ireland,1969.0,6.306284518
Israel,1969.0,5.339284369
Italy,1969.0,5.098561892
Jamaica,1969.0,2.314801017
Japan,1969.0,6.390341633
Jordan,1969.0,1.124497889
Kenya,1969.0,0.288135398
Kiribati,1969.0,0.257117479
Kuwait,1969.0,38.51365901
Lebanon,1969.0,1.765382849
Liberia,1969.0,0.908110927
Libya,1969.0,18.59253572
Luxembourg,1969.0,39.15644175
"Macao, China",1969.0,0.687570999
Madagascar,1969.0,0.133347776
Malawi,1969.0,0.086574013
Mali,1969.0,0.027178054
Malta,1969.0,2.148187645
Martinique,1969.0,1.019056354
Mauritania,1969.0,0.249669302
Mauritius,1969.0,0.703343834
Mexico,1969.0,2.030523486
Mongolia,1969.0,2.15608999
Montserrat,1969.0,0.62979503
Morocco,1969.0,0.3908123
Mozambique,1969.0,0.350593501
Myanmar,1969.0,0.125863066
Nauru,1969.0,10.36432161
Nepal,1969.0,0.034289419
Netherlands,1969.0,9.043042562
New Caledonia,1969.0,15.34290993
New Zealand,1969.0,5.141261603
Nicaragua,1969.0,0.553248324
Niger,1969.0,0.044922476
Nigeria,1969.0,0.216177128
Norway,1969.0,5.775580989
Oman,1969.0,0.331607936
Pakistan,1969.0,0.350208595
Panama,1969.0,1.399098218
Papua New Guinea,1969.0,0.235016272
Paraguay,1969.0,0.21511907
Peru,1969.0,1.193049359
Philippines,1969.0,0.663608979
Poland,1969.0,9.100351604
Portugal,1969.0,1.682790514
Qatar,1969.0,71.81120022
