Data Source,State,Technology,Year,Generation (MWh)
Historical,OR,wind,2010,3920006
Historical,OR,wind,2012,6035766
Historical,OR,wind,2014,7273786
Historical,PA,bio,2010,2907984
Historical,PA,bio,2012,2922777
Historical,PA,bio,2014,1934390
Historical,PA,coal,2010,111205527
Historical,PA,coal,2012,87649159
Historical,PA,coal,2014,72693055
Historical,PA,gas,2010,33412861
Historical,PA,gas,2012,53042703
Historical,PA,gas,2014,49754774
Historical,PA,nuclear,2010,77828348
Historical,PA,nuclear,2012,75174408
Historical,PA,nuclear,2014,78714659
Historical,PA,oil,2010,382696
Historical,PA,oil,2012,42999
Historical,PA,oil,2014,114060
Historical,PA,other,2010,528524
Historical,PA,other,2012,618680
Historical,PA,other,2014,402792
Historical,PA,solar,2010,7560
Historical,PA,solar,2012,28862
Historical,PA,solar,2014,0
Historical,PA,water,2010,4633703
Historical,PA,water,2012,3680047
Historical,PA,water,2014,3816389
Historical,PA,wind,2010,1854031
Historical,PA,wind,2012,2128659
Historical,PA,wind,2014,3452476
Historical,RI,bio,2010,136950
Historical,RI,bio,2012,100514
Historical,RI,bio,2014,206694
Historical,RI,gas,2010,7553787
Historical,RI,gas,2012,8158235
Historical,RI,gas,2014,5977159
Historical,RI,oil,2010,41153
Historical,RI,oil,2012,44638
Historical,RI,oil,2014,0
Historical,RI,solar,2010,0
Historical,RI,solar,2012,0
Historical,RI,solar,2014,0
Historical,RI,water,2010,3707
Historical,RI,water,2012,4267
Historical,RI,water,2014,0
Historical,RI,wind,2010,0
Historical,RI,wind,2012,0
Historical,RI,wind,2014,0
Historical,SC,bio,2010,1849806
Historical,SC,bio,2012,2033647
Historical,SC,bio,2014,1737426
Historical,SC,coal,2010,35815165
Historical,SC,coal,2012,28177646
Historical,SC,coal,2014,28985295
Historical,SC,gas,2010,12387245
Historical,SC,gas,2012,14565008
Historical,SC,gas,2014,11478406
Historical,SC,nuclear,2010,51988079
Historical,SC,nuclear,2012,51145302
Historical,SC,nuclear,2014,52418553
Historical,SC,oil,2010,671100
Historical,SC,oil,2012,310822
Historical,SC,oil,2014,-1361
Historical,SC,solar,2010,0
Historical,SC,solar,2012,0
Historical,SC,solar,2014,0
Historical,SC,water,2010,5907580
Historical,SC,water,2012,4739984
Historical,SC,water,2014,5892335
Historical,SD,coal,2010,3301247
Historical,SD,coal,2012,2923161
Historical,SD,coal,2014,2692593
Historical,SD,gas,2010,136586
Historical,SD,gas,2012,213894
Historical,SD,gas,2014,408618
Historical,SD,oil,2010,1255
Historical,SD,oil,2012,1519
Historical,SD,oil,2014,1825
Historical,SD,water,2010,5238801
Historical,SD,water,2012,5964481
Historical,SD,water,2014,5495171
Historical,SD,wind,2010,1371749
Historical,SD,wind,2012,2914664
Historical,SD,wind,2014,2906741
Historical,TN,bio,2010,1021535
Historical,TN,bio,2012,810795
Historical,TN,bio,2014,404268
Historical,TN,coal,2010,43820777
Historical,TN,coal,2012,35544953
Historical,TN,coal,2014,36031412
Historical,TN,gas,2010,2296040
Historical,TN,gas,2012,8073803
Historical,TN,gas,2014,6016496
Historical,TN,nuclear,2010,27739221
Historical,TN,nuclear,2012,25102101
Historical,TN,nuclear,2014,27670006
Historical,TN,oil,2010,2088
Historical,TN,oil,2012,219
Historical,TN,oil,2014,0
Historical,TN,other,2010,0
Historical,TN,other,2012,0
Historical,TN,other,2014,0
Historical,TN,solar,2010,0
Historical,TN,solar,2012,0
Historical,TN,solar,2014,0
Historical,TN,water,2010,10296634
Historical,TN,water,2012,8609998
Historical,TN,water,2014,6465455
Historical,TN,wind,2010,40570
Historical,TN,wind,2012,47492
Historical,TN,wind,2014,51140
Historical,TX,bio,2010,1566541
Historical,TX,bio,2012,1826065
Historical,TX,bio,2014,650571
Historical,TX,coal,2010,151145178
Historical,TX,coal,2012,138644004
Historical,TX,coal,2014,148614137
Historical,TX,gas,2010,187081829
Historical,TX,gas,2012,215728986
Historical,TX,gas,2014,193367145
Historical,TX,nuclear,2010,41335248
Historical,TX,nuclear,2012,38441017
Historical,TX,nuclear,2014,39287443
Historical,TX,oil,2010,825
Historical,TX,oil,2012,594
Historical,TX,oil,2014,244
Historical,TX,other,2010,2455597
Historical,TX,other,2012,2254741
Historical,TX,other,2014,1478605
Historical,TX,solar,2010,8208
Historical,TX,solar,2012,118265
Historical,TX,solar,2014,104008
Historical,TX,water,2010,1058668
Historical,TX,water,2012,505272
Historical,TX,water,2014,19483
Historical,TX,wind,2010,26126317
Historical,TX,wind,2012,31994943
Historical,TX,wind,2014,38619156
Historical,UT,bio,2010,60504
Historical,UT,bio,2012,64174
Historical,UT,bio,2014,0
Historical,UT,coal,2010,34266335
Historical,UT,coal,2012,31006518
Historical,UT,coal,2014,33098723
Historical,UT,gas,2010,6501998
Historical,UT,gas,2012,6541419
Historical,UT,gas,2014,7305591
Historical,UT,geo,2010,276949
Historical,UT,geo,2012,334637
Historical,UT,geo,2014,440103
Historical,UT,oil,2010,378
Historical,UT,oil,2012,354
Historical,UT,oil,2014,0
Historical,UT,solar,2010,0
Historical,UT,solar,2012,1620
Historical,UT,solar,2014,0
Historical,UT,water,2010,700353
Historical,UT,water,2012,751631
Historical,UT,water,2014,73644
Historical,UT,wind,2010,447678
Historical,UT,wind,2012,703912
Historical,UT,wind,2014,615165
Historical,VA,bio,2010,3731189
Historical,VA,bio,2012,3414306
Historical,VA,bio,2014,3770984
Historical,VA,coal,2010,22095332
Historical,VA,coal,2012,12806152
Historical,VA,coal,2014,19393738
Historical,VA,gas,2010,17896039
Historical,VA,gas,2012,25036106
Historical,VA,gas,2014,21384952
Historical,VA,nuclear,2010,26571899
Historical,VA,nuclear,2012,28723390
Historical,VA,nuclear,2014,30220977
Historical,VA,oil,2010,2662423
Historical,VA,oil,2012,1081077
Historical,VA,oil,2014,1475740
Historical,VA,water,2010,5956824
Historical,VA,water,2012,5307308
Historical,VA,water,2014,5252740
Historical,VT,bio,2010,472389
Historical,VT,bio,2012,356882
Historical,VT,bio,2014,287186
Historical,VT,nuclear,2010,4782473
Historical,VT,nuclear,2012,4989338
Historical,VT,nuclear,2014,5060582
Historical,VT,oil,2010,4335
Historical,VT,oil,2012,2284
Historical,VT,oil,2014,4347
Historical,VT,solar,2010,0
Historical,VT,solar,2012,3514
Historical,VT,solar,2014,0
Historical,VT,water,2010,1363821
Historical,VT,water,2012,1114446
Historical,VT,water,2014,329470
Historical,VT,wind,2010,13892
Historical,VT,wind,2012,106897
Historical,VT,wind,2014,278799
Historical,WA,bio,2010,2048615
Historical,WA,bio,2012,1791547
Historical,WA,bio,2014,1190399
Historical,WA,coal,2010,8498482
Historical,WA,coal,2012,3735730
Historical,WA,coal,2014,6683651
Historical,WA,gas,2010,10472494
Historical,WA,gas,2012,5787363
Historical,WA,gas,2014,11336366
Historical,WA,nuclear,2010,9241133
Historical,WA,nuclear,2012,9333709
Historical,WA,nuclear,2014,9497321
Historical,WA,oil,2010,114
Historical,WA,oil,2012,299
Historical,WA,oil,2014,358
Historical,WA,other,2010,94061
Historical,WA,other,2012,78165
Historical,WA,other,2014,66234
Historical,WA,solar,2010,0
Historical,WA,solar,2012,794
Historical,WA,solar,2014,729
Historical,WA,water,2010,73810167
Historical,WA,water,2012,97169634
Historical,WA,water,2014,80625935
Historical,WA,wind,2010,4675439
Historical,WA,wind,2012,6598717
Historical,WA,wind,2014,7178449
Historical,WI,bio,2010,1507028
Historical,WI,bio,2012,1706272
Historical,WI,bio,2014,794891
Historical,WI,coal,2010,40944173
Historical,WI,coal,2012,33302942
Historical,WI,coal,2014,37704697
Historical,WI,gas,2010,5345566
Historical,WI,gas,2012,11300369
Historical,WI,gas,2014,7473249
Historical,WI,nuclear,2010,13280939
Historical,WI,nuclear,2012,14299595
Historical,WI,nuclear,2014,9447096
Historical,WI,oil,2010,5803
Historical,WI,oil,2012,23820
Historical,WI,oil,2014,3149
Historical,WI,other,2010,32656
Historical,WI,other,2012,32249
Historical,WI,other,2014,0
Historical,WI,solar,2010,0
Historical,WI,solar,2012,0
Historical,WI,solar,2014,0
Historical,WI,water,2010,2108124
Historical,WI,water,2012,1516878
Historical,WI,water,2014,1939152
Historical,WI,wind,2010,1088463
Historical,WI,wind,2012,1557440
Historical,WI,wind,2014,1534560
Historical,WV,bio,2010,0
Historical,WV,bio,2012,10540
Historical,WV,bio,2014,0
Historical,WV,coal,2010,78364766
Historical,WV,coal,2012,70519503
Historical,WV,coal,2014,77266677
Historical,WV,gas,2010,117556
Historical,WV,gas,2012,165829
Historical,WV,gas,2014,617502
Historical,WV,oil,2010,93
Historical,WV,oil,2012,70
Historical,WV,oil,2014,123
Historical,WV,other,2010,0
Historical,WV,other,2012,0
Historical,WV,other,2014,0
Historical,WV,water,2010,1455590
Historical,WV,water,2012,1538300
Historical,WV,water,2014,1085267
Historical,WV,wind,2010,939172
Historical,WV,wind,2012,1286024
Historical,WV,wind,2014,1451285
Historical,WY,coal,2010,43089677
Historical,WY,coal,2012,43526318
Historical,WY,coal,2014,42282762
Historical,WY,gas,2010,31662
Historical,WY,gas,2012,41187
Historical,WY,gas,2014,45963
Historical,WY,geo,2010,0
Historical,WY,geo,2012,0
Historical,WY,geo,2014,0
Historical,WY,oil,2010,672
Historical,WY,oil,2012,985
Historical,WY,oil,2014,445
Historical,WY,other,2010,726878
Historical,WY,other,2012,757991
Historical,WY,other,2014,682327
Historical,WY,water,2010,1025328
Historical,WY,water,2012,893424
Historical,WY,water,2014,774211
Historical,WY,wind,2010,3246790
Historical,WY,wind,2012,4369108
Historical,WY,wind,2014,4204281
Modeled,AL,bio,2010,2172456.782
Modeled,AL,bio,2012,2052517.228
Modeled,AL,bio,2014,1715779.762
Modeled,AL,bio,2016,1715779.762
Modeled,AL,bio,2018,1715779.762
Modeled,AL,bio,2020,1715779.762
Modeled,AL,bio,2022,1715779.762
Modeled,AL,bio,2024,1715779.762
Modeled,AL,bio,2026,1715779.762
Modeled,AL,bio,2028,1715779.762
Modeled,AL,bio,2030,1715779.762
Modeled,AL,coal,2010,22611434.34
Modeled,AL,coal,2012,3248967.12
Modeled,AL,coal,2014,34197261.17
Modeled,AL,coal,2016,13338159.65
Modeled,AL,coal,2018,14991526.65
Modeled,AL,coal,2020,38143140.11
Modeled,AL,coal,2022,39122447.11
Modeled,AL,coal,2024,45938975.18
Modeled,AL,coal,2026,50814552.91
Modeled,AL,coal,2028,40529997.24
Modeled,AL,coal,2030,37436762.45
Modeled,AL,gas,2010,59967169.58
Modeled,AL,gas,2012,70036904
Modeled,AL,gas,2014,23343862.58
Modeled,AL,gas,2016,36026787.12
Modeled,AL,gas,2018,36542705.88
Modeled,AL,gas,2020,24784451.71
Modeled,AL,gas,2022,21128912.3
Modeled,AL,gas,2024,21626782.53
Modeled,AL,gas,2026,20390601.01
Modeled,AL,gas,2028,23541476.22
Modeled,AL,gas,2030,22158770.44
Modeled,AL,nuclear,2010,39868198.04
Modeled,AL,nuclear,2012,39868198.04
Modeled,AL,nuclear,2014,39868198.04
Modeled,AL,nuclear,2016,39868198.04
Modeled,AL,nuclear,2018,39868198.04
Modeled,AL,nuclear,2020,39868198.04
Modeled,AL,nuclear,2022,39868198.04
Modeled,AL,nuclear,2024,39868198.04
Modeled,AL,nuclear,2026,39868198.04
Modeled,AL,nuclear,2028,39868198.04
Modeled,AL,nuclear,2030,39868198.04
Modeled,AL,oil,2020,62495.40524
Modeled,AL,oil,2022,62495.40524
Modeled,AL,oil,2024,62495.40524
Modeled,AL,oil,2026,62495.40524
Modeled,AL,oil,2028,62495.40524
Modeled,AL,oil,2030,62495.40524
Modeled,AL,other,2014,21970.08
Modeled,AL,other,2016,21970.08
Modeled,AL,other,2018,21970.08
Modeled,AL,other,2020,21970.08
Modeled,AL,other,2022,21970.08
Modeled,AL,other,2024,21970.08
Modeled,AL,other,2026,21970.08
Modeled,AL,other,2028,21970.08
Modeled,AL,other,2030,21970.08
Modeled,AL,solar,2010,86.38624564
Modeled,AL,solar,2012,85.52454284
Modeled,AL,solar,2014,8861.479001
Modeled,AL,solar,2016,8949.440911
Modeled,AL,solar,2018,10132.75194
Modeled,AL,solar,2020,11376.72039
Modeled,AL,solar,2022,16622.89663
Modeled,AL,solar,2024,32183.99492
Modeled,AL,solar,2026,65657.03715
Modeled,AL,solar,2028,238567.7819
Modeled,AL,solar,2030,850656.3235
Modeled,AL,water,2010,9147489.285
Modeled,AL,water,2012,9147489.285
Modeled,AL,water,2014,9147489.285
Modeled,AL,water,2016,9147489.285
Modeled,AL,water,2018,12745343.77
Modeled,AL,water,2020,12745343.77
Modeled,AL,water,2022,12745343.77
Modeled,AL,water,2024,13265498.92
Modeled,AL,water,2026,13265498.92
Modeled,AL,water,2028,13402127.02
Modeled,AL,water,2030,13402127.02
Modeled,AL,wind,2010,84.096
Modeled,AL,wind,2012,71.09355437
Modeled,AL,wind,2014,84.096
Modeled,AL,wind,2016,84.07049106
Modeled,AL,wind,2018,1276.87682
Modeled,AL,wind,2020,4932.099062
Modeled,AL,wind,2022,5145.02516
Modeled,AL,wind,2024,7033.377927
Modeled,AL,wind,2026,7538.466186
Modeled,AL,wind,2028,213071.2074
Modeled,AL,wind,2030,209354.5716
Modeled,AR,bio,2010,29463.0336
Modeled,AR,bio,2012,29463.0336
Modeled,AR,bio,2014,29463.0336
Modeled,AR,bio,2016,29463.0336
Modeled,AR,bio,2018,29463.0336
Modeled,AR,bio,2020,29463.0336
Modeled,AR,bio,2022,29463.0336
Modeled,AR,bio,2024,29463.0336
Modeled,AR,bio,2026,29463.0336
Modeled,AR,bio,2028,29463.0336
Modeled,AR,bio,2030,29463.0336
Modeled,AR,coal,2010,10042696.8
Modeled,AR,coal,2012,3912986.88
Modeled,AR,coal,2014,14316319.27
Modeled,AR,coal,2016,13391604.72
Modeled,AR,coal,2018,13557183.14
Modeled,AR,coal,2020,17288140.82
Modeled,AR,coal,2022,21539443.06
Modeled,AR,coal,2024,23557620.74
Modeled,AR,coal,2026,25876147.09
Modeled,AR,coal,2028,15929177.07
Modeled,AR,coal,2030,15929177.07
Modeled,AR,gas,2010,19008826.5
Modeled,AR,gas,2012,29986045.96
Modeled,AR,gas,2014,6932211.434
Modeled,AR,gas,2016,13537832.64
Modeled,AR,gas,2018,12343964.5
Modeled,AR,gas,2020,5008017.855
Modeled,AR,gas,2022,5026258.636
Modeled,AR,gas,2024,7483136.48
Modeled,AR,gas,2026,5885280.108
Modeled,AR,gas,2028,4898405.534
Modeled,AR,gas,2030,4423015.058
Modeled,AR,nuclear,2010,14410858.75
Modeled,AR,nuclear,2012,14410858.75
Modeled,AR,nuclear,2014,14410858.75
Modeled,AR,nuclear,2016,14410858.75
Modeled,AR,nuclear,2018,14410858.75
Modeled,AR,nuclear,2020,14410858.75
Modeled,AR,nuclear,2022,14410858.75
Modeled,AR,nuclear,2024,14410858.75
Modeled,AR,nuclear,2026,14410858.75
Modeled,AR,nuclear,2028,14410858.75
Modeled,AR,nuclear,2030,14410858.75
Modeled,AR,other,2010,40278.48
Modeled,AR,other,2012,40278.48
Modeled,AR,other,2014,40278.48
Modeled,AR,other,2016,40278.48
Modeled,AR,other,2018,40278.48
Modeled,AR,other,2020,40278.48
Modeled,AR,other,2022,40278.48
Modeled,AR,other,2024,40278.48
Modeled,AR,other,2026,40278.48
Modeled,AR,other,2028,40278.48
Modeled,AR,other,2030,40278.48
Modeled,AR,solar,2016,7439.745059
Modeled,AR,solar,2018,11266.80535
Modeled,AR,solar,2020,16775.14895
Modeled,AR,solar,2022,28639.23823
Modeled,AR,solar,2024,43970.72127
Modeled,AR,solar,2026,60284.80368
Modeled,AR,solar,2028,78996.02598
Modeled,AR,solar,2030,101386.0742
Modeled,AR,water,2010,3318730.668
Modeled,AR,water,2012,3318730.668
Modeled,AR,water,2014,3318730.668
Modeled,AR,water,2016,3318730.668
Modeled,AR,water,2018,6558643.846
Modeled,AR,water,2020,7744522.86
Modeled,AR,water,2022,7744522.86
Modeled,AR,water,2024,8597623.166
Modeled,AR,water,2026,8597623.166
Modeled,AR,water,2028,8597623.166
Modeled,AR,water,2030,9132780.794
Modeled,AR,wind,2022,12599.12254
Modeled,AR,wind,2024,35052.0437
Modeled,AR,wind,2026,958710.4569
Modeled,AR,wind,2028,1521280.916
Modeled,AR,wind,2030,1918147.605
Modeled,AZ,bio,2010,191509.7184
Modeled,AZ,bio,2012,191509.7184
Modeled,AZ,bio,2014,191509.7184
Modeled,AZ,bio,2016,191509.7184
Modeled,AZ,bio,2018,191509.7184
Modeled,AZ,bio,2020,191509.7184
Modeled,AZ,bio,2022,191509.7184
Modeled,AZ,bio,2024,191509.7184
Modeled,AZ,bio,2026,191509.7184
Modeled,AZ,bio,2028,191509.7184
Modeled,AZ,bio,2030,191509.7184
Modeled,AZ,coal,2010,45626607.17
Modeled,AZ,coal,2012,45405028.81
Modeled,AZ,coal,2014,39793427.61
Modeled,AZ,coal,2016,42827301.66
Modeled,AZ,coal,2018,43676257.2
Modeled,AZ,coal,2020,38109799.96
Modeled,AZ,coal,2022,38132404.04
Modeled,AZ,coal,2024,35240328.16
Modeled,AZ,coal,2026,35165701.52
Modeled,AZ,coal,2028,35145966.99
Modeled,AZ,coal,2030,35131844.2
Modeled,AZ,gas,2010,12690811.49
Modeled,AZ,gas,2012,17624197.77
Modeled,AZ,gas,2014,22902109.22
Modeled,AZ,gas,2016,15949560.5
Modeled,AZ,gas,2018,16471143.4
Modeled,AZ,gas,2020,18200115.57
Modeled,AZ,gas,2022,16385056.73
Modeled,AZ,gas,2024,16886662.44
Modeled,AZ,gas,2026,17653366.01
Modeled,AZ,gas,2028,16821261.18
Modeled,AZ,gas,2030,16438299.43
Modeled,AZ,nuclear,2010,31122079.49
Modeled,AZ,nuclear,2012,31122079.49
Modeled,AZ,nuclear,2014,31122079.49
Modeled,AZ,nuclear,2016,31122079.49
Modeled,AZ,nuclear,2018,31122079.49
Modeled,AZ,nuclear,2020,31122079.49
Modeled,AZ,nuclear,2022,31122079.49
Modeled,AZ,nuclear,2024,31122079.49
Modeled,AZ,nuclear,2026,31122079.49
Modeled,AZ,nuclear,2028,31122079.49
Modeled,AZ,nuclear,2030,31122079.49
Modeled,AZ,other,2010,30849.654
Modeled,AZ,other,2012,45496.374
Modeled,AZ,other,2014,45496.374
Modeled,AZ,other,2016,45496.374
Modeled,AZ,other,2018,45496.374
Modeled,AZ,other,2020,45496.374
Modeled,AZ,other,2022,45496.374
Modeled,AZ,other,2024,45496.374
Modeled,AZ,other,2026,45496.374
Modeled,AZ,other,2028,45496.374
Modeled,AZ,other,2030,45496.374
Modeled,AZ,solar,2010,119432.1544
Modeled,AZ,solar,2012,2354828.539
Modeled,AZ,solar,2014,4974439.362
Modeled,AZ,solar,2016,5106459.648
Modeled,AZ,solar,2018,5652710.251
Modeled,AZ,solar,2020,7309119.761
Modeled,AZ,solar,2022,7970100.647
Modeled,AZ,solar,2024,8739767.228
Modeled,AZ,solar,2026,9363542.011
Modeled,AZ,solar,2028,10092634.61
Modeled,AZ,solar,2030,15359036.68
Modeled,AZ,water,2010,5617739.216
Modeled,AZ,water,2012,5617739.216
Modeled,AZ,water,2014,5617739.216
Modeled,AZ,water,2016,5617739.216
Modeled,AZ,water,2018,5617739.216
Modeled,AZ,water,2020,5617739.216
Modeled,AZ,water,2022,5617739.216
Modeled,AZ,water,2024,5883141.265
Modeled,AZ,water,2026,5883141.265
Modeled,AZ,water,2028,5953078.202
Modeled,AZ,water,2030,5953078.202
Modeled,AZ,wind,2010,165564
Modeled,AZ,wind,2012,739078.8578
Modeled,AZ,wind,2014,738819.8691
Modeled,AZ,wind,2016,899145.1081
Modeled,AZ,wind,2018,898828.9805
Modeled,AZ,wind,2020,898424.2139
Modeled,AZ,wind,2022,898287.0658
Modeled,AZ,wind,2024,897765.9329
Modeled,AZ,wind,2026,900138.7846
Modeled,AZ,wind,2028,903704.8517
Modeled,AZ,wind,2030,1274968.047
Modeled,CA,bio,2010,4104126.923
Modeled,CA,bio,2012,4131232.285
Modeled,CA,bio,2014,4273539.366
Modeled,CA,bio,2016,4273539.366
Modeled,CA,bio,2018,4273539.366
Modeled,CA,bio,2020,4273539.366
Modeled,CA,bio,2022,4273539.366
Modeled,CA,bio,2024,4273539.366
Modeled,CA,bio,2026,4273539.366
Modeled,CA,bio,2028,4273539.366
Modeled,CA,bio,2030,4273539.366
Modeled,CA,coal,2010,2672392.176
Modeled,CA,coal,2012,1328044.032
Modeled,CA,coal,2014,670337.4094
Modeled,CA,coal,2020,64494.32967
Modeled,CA,coal,2022,228115.6259
Modeled,CA,coal,2024,216700.2659
Modeled,CA,coal,2026,234672.5495
Modeled,CA,coal,2028,167254.6132
Modeled,CA,coal,2030,77393.1956
Modeled,CA,gas,2010,105609421.3
Modeled,CA,gas,2012,85441543.75
Modeled,CA,gas,2014,113354304.1
Modeled,CA,gas,2016,96511313.44
Modeled,CA,gas,2018,102977154.2
Modeled,CA,gas,2020,101209051
Modeled,CA,gas,2022,93880169.28
Modeled,CA,gas,2024,90882124.7
Modeled,CA,gas,2026,84371390.45
Modeled,CA,gas,2028,80908408.14
Modeled,CA,gas,2030,71945012.03
Modeled,CA,geo,2010,15379501.73
Modeled,CA,geo,2012,15751061.02
Modeled,CA,geo,2014,15779356.12
Modeled,CA,geo,2016,17006171.92
Modeled,CA,geo,2018,21725401.1
Modeled,CA,geo,2020,29824872.93
Modeled,CA,geo,2022,39183735.69
Modeled,CA,geo,2024,44286635.97
Modeled,CA,geo,2026,44286635.97
Modeled,CA,geo,2028,44286635.97
Modeled,CA,geo,2030,49339572.67
Modeled,CA,nuclear,2010,35967859.2
Modeled,CA,nuclear,2012,35967859.2
Modeled,CA,nuclear,2014,18181555.2
Modeled,CA,nuclear,2016,18181555.2
Modeled,CA,nuclear,2018,18181555.2
Modeled,CA,nuclear,2020,18181555.2
Modeled,CA,nuclear,2022,18181555.2
Modeled,CA,nuclear,2024,18181555.2
Modeled,CA,nuclear,2026,18181555.2
Modeled,CA,nuclear,2028,18181555.2
Modeled,CA,nuclear,2030,18181555.2
Modeled,CA,other,2010,1289771.855
Modeled,CA,other,2012,1452515.222
Modeled,CA,other,2014,1659390.988
Modeled,CA,other,2016,1659390.988
Modeled,CA,other,2018,1659390.988
Modeled,CA,other,2020,1659390.988
Modeled,CA,other,2022,1659390.988
Modeled,CA,other,2024,1646117.398
Modeled,CA,other,2026,1646117.398
Modeled,CA,other,2028,1646117.398
Modeled,CA,other,2030,1646117.398
Modeled,CA,solar,2010,3650739.613
Modeled,CA,solar,2012,6508424.39
Modeled,CA,solar,2014,20454255.77
Modeled,CA,solar,2016,22868277.4
Modeled,CA,solar,2018,27114458.91
Modeled,CA,solar,2020,29407116.79
Modeled,CA,solar,2022,34244846.01
Modeled,CA,solar,2024,38944543.41
Modeled,CA,solar,2026,47491121.37
Modeled,CA,solar,2028,57414464.85
Modeled,CA,solar,2030,64145756.22
Modeled,CA,water,2010,35671635.76
Modeled,CA,water,2012,35695216.55
Modeled,CA,water,2014,35695216.55
Modeled,CA,water,2016,35695216.55
Modeled,CA,water,2018,35695216.55
Modeled,CA,water,2020,36029389.33
Modeled,CA,water,2022,36029389.33
Modeled,CA,water,2024,36227524.76
Modeled,CA,water,2026,36227524.76
Modeled,CA,water,2028,36370142.37
Modeled,CA,water,2030,36370142.37
Modeled,CA,wind,2010,8386342.2
Modeled,CA,wind,2012,15834052.15
Modeled,CA,wind,2014,16192854.23
Modeled,CA,wind,2016,16692890.39
Modeled,CA,wind,2018,16617826.99
Modeled,CA,wind,2020,16864600.01
Modeled,CA,wind,2022,16819563.3
Modeled,CA,wind,2024,22029979.09
Modeled,CA,wind,2026,26542867.77
Modeled,CA,wind,2028,29411459.41
Modeled,CA,wind,2030,29523819.63
Modeled,CO,bio,2010,72161.95896
Modeled,CO,bio,2012,72177.87764
Modeled,CO,bio,2014,72184.43232
Modeled,CO,bio,2016,72184.43232
Modeled,CO,bio,2018,72184.43232
Modeled,CO,bio,2020,72184.43232
Modeled,CO,bio,2022,72184.43232
Modeled,CO,bio,2024,72184.43232
Modeled,CO,bio,2026,72184.43232
Modeled,CO,bio,2028,72184.43232
Modeled,CO,bio,2030,72184.43232
Modeled,CO,coal,2010,41303915.89
Modeled,CO,coal,2012,37973414.94
Modeled,CO,coal,2014,35752686.19
Modeled,CO,coal,2016,35831991.6
Modeled,CO,coal,2018,34513716.43
Modeled,CO,coal,2020,35128178.03
Modeled,CO,coal,2022,35429142.05
Modeled,CO,coal,2024,35640246.31
Modeled,CO,coal,2026,35108243.8
Modeled,CO,coal,2028,34977185.18
Modeled,CO,coal,2030,34883478.28
Modeled,CO,gas,2010,119282.0215
Modeled,CO,gas,2012,1049906.919
Modeled,CO,gas,2014,5135660.168
Modeled,CO,gas,2016,5759929.798
Modeled,CO,gas,2018,5589236.297
Modeled,CO,gas,2020,3902136.395
Modeled,CO,gas,2022,3798350.92
Modeled,CO,gas,2024,5223845.157
Modeled,CO,gas,2026,4865760.408
Modeled,CO,gas,2028,4295283.998
Modeled,CO,gas,2030,4009487.046
Modeled,CO,geo,2010,23827.44948
Modeled,CO,geo,2012,23827.44948
Modeled,CO,geo,2014,23827.44948
Modeled,CO,geo,2016,23827.44948
Modeled,CO,geo,2018,23827.44948
Modeled,CO,geo,2020,23827.44948
Modeled,CO,geo,2022,23827.44948
Modeled,CO,geo,2024,23827.44948
Modeled,CO,geo,2026,23827.44948
Modeled,CO,geo,2028,23827.44948
Modeled,CO,geo,2030,23827.44948
Modeled,CO,other,2010,14646.72
Modeled,CO,other,2012,14646.72
Modeled,CO,other,2014,14646.72
Modeled,CO,other,2016,14646.72
Modeled,CO,other,2018,14646.72
Modeled,CO,other,2020,14646.72
Modeled,CO,other,2022,14646.72
Modeled,CO,other,2024,14646.72
Modeled,CO,other,2026,14646.72
Modeled,CO,other,2028,14646.72
Modeled,CO,other,2030,14646.72
Modeled,CO,solar,2010,77787.24157
Modeled,CO,solar,2012,630399.9164
Modeled,CO,solar,2014,762104.6596
Modeled,CO,solar,2016,1053972.384
Modeled,CO,solar,2018,1530757.888
Modeled,CO,solar,2020,2385393.837
Modeled,CO,solar,2022,2909287.858
Modeled,CO,solar,2024,3362674.403
Modeled,CO,solar,2026,3666546.425
Modeled,CO,solar,2028,3954727.211
Modeled,CO,solar,2030,4200223.305
Modeled,CO,water,2010,1719254.588
Modeled,CO,water,2012,1741097.302
Modeled,CO,water,2014,1741097.302
Modeled,CO,water,2016,1741097.302
Modeled,CO,water,2018,1741097.302
Modeled,CO,water,2020,2208435.1
Modeled,CO,water,2022,2208435.1
Modeled,CO,water,2024,2208435.1
Modeled,CO,water,2026,2208435.1
Modeled,CO,water,2028,2379005.468
Modeled,CO,water,2030,2483303.476
Modeled,CO,wind,2010,3428488.8
Modeled,CO,wind,2012,7362142.798
Modeled,CO,wind,2014,8518940.214
Modeled,CO,wind,2016,8519628.628
Modeled,CO,wind,2018,8517855.348
Modeled,CO,wind,2020,9344999.344
Modeled,CO,wind,2022,9329587.045
Modeled,CO,wind,2024,9290104.928
Modeled,CO,wind,2026,9186810.997
Modeled,CO,wind,2028,9590876.012
Modeled,CO,wind,2030,9491885.426
Modeled,CT,bio,2014,87603.37883
Modeled,CT,bio,2016,96194.58498
Modeled,CT,bio,2018,106358.6303
Modeled,CT,bio,2020,118413.4978
Modeled,CT,bio,2022,132742.1848
Modeled,CT,bio,2024,55916.38125
Modeled,CT,bio,2026,57048.40806
Modeled,CT,bio,2028,58205.03337
Modeled,CT,bio,2030,59386.79682
Modeled,CT,coal,2010,1994878.103
Modeled,CT,coal,2018,368284.1587
Modeled,CT,coal,2020,368284.1587
Modeled,CT,coal,2022,368284.1587
Modeled,CT,coal,2024,368284.1587
