Data Source,State,Technology,Year,Generation (MWh)
Modeled,CT,coal,2026,370525.7036
Modeled,CT,coal,2028,271812.6936
Modeled,CT,gas,2010,13830446.81
Modeled,CT,gas,2012,17249586.67
Modeled,CT,gas,2014,15819928.63
Modeled,CT,gas,2016,18909120.42
Modeled,CT,gas,2018,18799399.95
Modeled,CT,gas,2020,18517358.12
Modeled,CT,gas,2022,18488263.37
Modeled,CT,gas,2024,18472984.11
Modeled,CT,gas,2026,18293320.25
Modeled,CT,gas,2028,18139483.45
Modeled,CT,gas,2030,17659550.55
Modeled,CT,nuclear,2010,16668992.1
Modeled,CT,nuclear,2012,16668992.1
Modeled,CT,nuclear,2014,16668992.1
Modeled,CT,nuclear,2016,16668992.1
Modeled,CT,nuclear,2018,16668992.1
Modeled,CT,nuclear,2020,16668992.1
Modeled,CT,nuclear,2022,16668992.1
Modeled,CT,nuclear,2024,16668992.1
Modeled,CT,nuclear,2026,16668992.1
Modeled,CT,nuclear,2028,16668992.1
Modeled,CT,nuclear,2030,16668992.1
Modeled,CT,other,2010,851482.4901
Modeled,CT,other,2012,851482.4901
Modeled,CT,other,2014,847820.8101
Modeled,CT,other,2016,847820.8101
Modeled,CT,other,2018,847820.8101
Modeled,CT,other,2020,847820.8101
Modeled,CT,other,2022,847820.8101
Modeled,CT,other,2024,847820.8101
Modeled,CT,other,2026,847820.8101
Modeled,CT,other,2028,847820.8101
Modeled,CT,other,2030,847820.8101
Modeled,CT,solar,2010,2249.997175
Modeled,CT,solar,2012,40966.99634
Modeled,CT,solar,2014,161253.1745
Modeled,CT,solar,2016,159644.6741
Modeled,CT,solar,2018,158044.3677
Modeled,CT,solar,2020,156475.2897
Modeled,CT,solar,2022,983964.4071
Modeled,CT,solar,2024,1133451.515
Modeled,CT,solar,2026,1384641.264
Modeled,CT,solar,2028,1708171.722
Modeled,CT,solar,2030,2036426.408
Modeled,CT,water,2010,491560.6782
Modeled,CT,water,2012,491560.6782
Modeled,CT,water,2014,491560.6782
Modeled,CT,water,2016,661557.0354
Modeled,CT,water,2018,661557.0354
Modeled,CT,water,2020,724424.1243
Modeled,CT,water,2022,724424.1243
Modeled,CT,water,2024,724424.1243
Modeled,CT,water,2026,724424.1243
Modeled,CT,water,2028,724424.1243
Modeled,CT,water,2030,724424.1243
Modeled,CT,wind,2016,14902.81954
Modeled,CT,wind,2018,80682.74194
Modeled,CT,wind,2020,430079.8604
Modeled,CT,wind,2022,430235.2745
Modeled,CT,wind,2024,430646.7942
Modeled,CT,wind,2026,430614.0194
Modeled,CT,wind,2028,430762.871
Modeled,CT,wind,2030,430635.6149
Modeled,DE,bio,2016,59338.25882
Modeled,DE,bio,2018,59670.08571
Modeled,DE,bio,2020,59665.1265
Modeled,DE,bio,2022,59604.5835
Modeled,DE,bio,2024,59640.69234
Modeled,DE,bio,2026,58452.57958
Modeled,DE,bio,2028,58277.03643
Modeled,DE,bio,2030,58102.02048
Modeled,DE,coal,2010,4983987.429
Modeled,DE,coal,2012,3855957.973
Modeled,DE,coal,2014,1362757.313
Modeled,DE,coal,2016,1747246.932
Modeled,DE,coal,2018,1986407.784
Modeled,DE,coal,2020,2935509.852
Modeled,DE,coal,2022,3106817.933
Modeled,DE,coal,2024,3115249.405
Modeled,DE,coal,2026,3064675.957
Modeled,DE,coal,2028,3024237.107
Modeled,DE,coal,2030,2987041.798
Modeled,DE,gas,2010,892007.1954
Modeled,DE,gas,2012,898112.2731
Modeled,DE,gas,2014,66167.47878
Modeled,DE,gas,2016,751170.2395
Modeled,DE,gas,2018,631468.1268
Modeled,DE,gas,2020,424867.4807
Modeled,DE,gas,2022,853247.1016
Modeled,DE,gas,2024,923747.0044
Modeled,DE,gas,2026,867888.1426
Modeled,DE,gas,2028,609685.5724
Modeled,DE,gas,2030,733090.7146
Modeled,DE,other,2010,36616.8
Modeled,DE,other,2012,36616.8
Modeled,DE,other,2014,36616.8
Modeled,DE,other,2016,36616.8
Modeled,DE,other,2018,36616.8
Modeled,DE,other,2020,36616.8
Modeled,DE,other,2022,36616.8
Modeled,DE,other,2024,36616.8
Modeled,DE,other,2026,36616.8
Modeled,DE,other,2028,36616.8
Modeled,DE,other,2030,36616.8
Modeled,DE,solar,2010,1151.882115
Modeled,DE,solar,2012,65628.11087
Modeled,DE,solar,2014,88083.33826
Modeled,DE,solar,2016,1292799.286
Modeled,DE,solar,2018,1621238.372
Modeled,DE,solar,2020,1935034.284
Modeled,DE,solar,2022,3443221.648
Modeled,DE,solar,2024,6793184.692
Modeled,DE,solar,2026,14048684.14
Modeled,DE,solar,2028,14316169.45
Modeled,DE,solar,2030,14315243.64
Modeled,DE,wind,2010,5256
Modeled,DE,wind,2012,5253.35548
Modeled,DE,wind,2014,5255.129114
Modeled,DE,wind,2016,16117.97593
Modeled,DE,wind,2018,16117.97743
Modeled,DE,wind,2020,16117.62925
Modeled,DE,wind,2022,16059.61124
Modeled,DE,wind,2024,16105.94448
Modeled,DE,wind,2026,16084.22433
Modeled,DE,wind,2028,16083.23157
Modeled,DE,wind,2030,16095.74594
Modeled,FL,bio,2010,1595084.728
Modeled,FL,bio,2012,1324501.41
Modeled,FL,bio,2014,1964787.015
Modeled,FL,bio,2016,1866353.577
Modeled,FL,bio,2018,1928262.943
Modeled,FL,bio,2020,1998096.346
Modeled,FL,bio,2022,2076868.053
Modeled,FL,bio,2024,2096294.841
Modeled,FL,bio,2026,2096294.841
Modeled,FL,bio,2028,2096294.841
Modeled,FL,bio,2030,2096294.841
Modeled,FL,coal,2010,66292282.78
Modeled,FL,coal,2012,30606737.28
Modeled,FL,coal,2014,71456058.85
Modeled,FL,coal,2016,57208907.56
Modeled,FL,coal,2018,56365374.91
Modeled,FL,coal,2020,60460770.89
Modeled,FL,coal,2022,65393936.08
Modeled,FL,coal,2024,65651803.06
Modeled,FL,coal,2026,65899806.52
Modeled,FL,coal,2028,64965988.27
Modeled,FL,coal,2030,62277777.14
Modeled,FL,gas,2010,106697971.8
Modeled,FL,gas,2012,136954328.7
Modeled,FL,gas,2014,95323821.93
Modeled,FL,gas,2016,115241770.1
Modeled,FL,gas,2018,127549659.7
Modeled,FL,gas,2020,119374204.2
Modeled,FL,gas,2022,115755312.9
Modeled,FL,gas,2024,116218475.3
Modeled,FL,gas,2026,118349062.1
Modeled,FL,gas,2028,117420532.1
Modeled,FL,gas,2030,118831513.7
Modeled,FL,nuclear,2010,30845395.74
Modeled,FL,nuclear,2012,34643551.47
Modeled,FL,nuclear,2014,28504219.92
Modeled,FL,nuclear,2016,28504219.92
Modeled,FL,nuclear,2018,28504219.92
Modeled,FL,nuclear,2020,28504219.92
Modeled,FL,nuclear,2022,28504219.92
Modeled,FL,nuclear,2024,28504219.92
Modeled,FL,nuclear,2026,28504219.92
Modeled,FL,nuclear,2028,28504219.92
Modeled,FL,nuclear,2030,28504219.92
Modeled,FL,other,2010,1947647.592
Modeled,FL,other,2012,1965955.992
Modeled,FL,other,2014,1952224.692
Modeled,FL,other,2016,2341278.192
Modeled,FL,other,2018,2341278.192
Modeled,FL,other,2020,2341278.192
Modeled,FL,other,2022,2341278.192
Modeled,FL,other,2024,2341278.192
Modeled,FL,other,2026,2341278.192
Modeled,FL,other,2028,2341278.192
Modeled,FL,other,2030,2341278.192
Modeled,FL,solar,2010,114148.4885
Modeled,FL,solar,2012,213473.5143
Modeled,FL,solar,2014,774708.6455
Modeled,FL,solar,2016,784607.3951
Modeled,FL,solar,2018,777209.4336
Modeled,FL,solar,2020,769468.988
Modeled,FL,solar,2022,1071108.452
Modeled,FL,solar,2024,1831311.707
Modeled,FL,solar,2026,3032845.354
Modeled,FL,solar,2028,10399093.32
Modeled,FL,solar,2030,24547941.66
Modeled,FL,water,2010,87534.76842
Modeled,FL,water,2012,87534.76842
Modeled,FL,water,2014,87534.76842
Modeled,FL,water,2016,87534.76842
Modeled,FL,water,2018,87534.76842
Modeled,FL,water,2020,241495.4065
Modeled,FL,water,2022,426159.4095
Modeled,FL,water,2024,426159.4095
Modeled,FL,water,2026,635798.2852
Modeled,FL,water,2028,842361.0997
Modeled,FL,water,2030,842361.0997
Modeled,FL,wind,2028,8564.630519
Modeled,FL,wind,2030,9056.552425
Modeled,GA,bio,2010,857123.842
Modeled,GA,bio,2012,1247509.037
Modeled,GA,bio,2014,1641577.112
Modeled,GA,bio,2016,2054059.582
Modeled,GA,bio,2018,2054059.582
Modeled,GA,bio,2020,2054059.582
Modeled,GA,bio,2022,2054059.582
Modeled,GA,bio,2024,2054059.582
Modeled,GA,bio,2026,2054059.582
Modeled,GA,bio,2028,2054059.582
Modeled,GA,bio,2030,2054059.582
Modeled,GA,coal,2010,74702426.42
Modeled,GA,coal,2012,18295541.62
Modeled,GA,coal,2014,76492918.53
Modeled,GA,coal,2016,65515310.38
Modeled,GA,coal,2018,55505812.12
Modeled,GA,coal,2020,69602383.37
Modeled,GA,coal,2022,72212926.22
Modeled,GA,coal,2024,72598561.29
Modeled,GA,coal,2026,72706293.85
Modeled,GA,coal,2028,72171833.04
Modeled,GA,coal,2030,65162870.51
Modeled,GA,gas,2010,13610633.68
Modeled,GA,gas,2012,51342178.19
Modeled,GA,gas,2014,6568722.155
Modeled,GA,gas,2016,16593882.94
Modeled,GA,gas,2018,29399955.16
Modeled,GA,gas,2020,10855876.12
Modeled,GA,gas,2022,6671772.65
Modeled,GA,gas,2024,6760334.484
Modeled,GA,gas,2026,6741174.906
Modeled,GA,gas,2028,7310794.962
Modeled,GA,gas,2030,9199677.899
Modeled,GA,nuclear,2010,32102697.72
Modeled,GA,nuclear,2012,32102697.72
Modeled,GA,nuclear,2014,32102697.72
Modeled,GA,nuclear,2016,32102697.72
Modeled,GA,nuclear,2018,49493750.52
Modeled,GA,nuclear,2020,49493750.52
Modeled,GA,nuclear,2022,49493750.52
Modeled,GA,nuclear,2024,49493750.52
Modeled,GA,nuclear,2026,49493750.52
Modeled,GA,nuclear,2028,49493750.52
Modeled,GA,nuclear,2030,49493750.52
Modeled,GA,other,2010,61333.14
Modeled,GA,other,2012,92457.42
Modeled,GA,other,2014,114427.5
Modeled,GA,other,2016,107104.14
Modeled,GA,other,2018,107104.14
Modeled,GA,other,2020,107104.14
Modeled,GA,other,2022,107104.14
Modeled,GA,other,2024,107104.14
Modeled,GA,other,2026,107104.14
Modeled,GA,other,2028,107104.14
Modeled,GA,other,2030,107104.14
Modeled,GA,solar,2010,1105.506359
Modeled,GA,solar,2012,43590.81698
Modeled,GA,solar,2014,240320.129
Modeled,GA,solar,2016,471242.1775
Modeled,GA,solar,2018,477916.8791
Modeled,GA,solar,2020,498419.1375
Modeled,GA,solar,2022,607472.998
Modeled,GA,solar,2024,780534.0836
Modeled,GA,solar,2026,1029601.487
Modeled,GA,solar,2028,1306192.401
Modeled,GA,solar,2030,4114415.068
Modeled,GA,water,2010,3989816.931
Modeled,GA,water,2012,3989816.931
Modeled,GA,water,2014,3989816.931
Modeled,GA,water,2016,3989816.931
Modeled,GA,water,2018,4320069.892
Modeled,GA,water,2020,4320069.892
Modeled,GA,water,2022,4320069.892
Modeled,GA,water,2024,4320069.892
Modeled,GA,water,2026,4477490.716
Modeled,GA,water,2028,4477490.716
Modeled,GA,water,2030,4477490.716
Modeled,GA,wind,2022,9633.647422
Modeled,GA,wind,2024,20265.89889
Modeled,GA,wind,2026,20030.57275
Modeled,GA,wind,2028,170171.9462
Modeled,GA,wind,2030,931437.7304
Modeled,IA,bio,2016,7365.7584
Modeled,IA,bio,2018,7365.7584
Modeled,IA,bio,2020,7365.7584
Modeled,IA,bio,2022,7365.7584
Modeled,IA,bio,2024,7365.7584
Modeled,IA,bio,2026,7365.7584
Modeled,IA,bio,2028,7365.7584
Modeled,IA,bio,2030,45035.81596
Modeled,IA,coal,2010,45334412.16
Modeled,IA,coal,2012,42822145.03
Modeled,IA,coal,2014,40950724.76
Modeled,IA,coal,2016,37882292.38
Modeled,IA,coal,2018,39229482.38
Modeled,IA,coal,2020,39172737.7
Modeled,IA,coal,2022,40345889.29
Modeled,IA,coal,2024,40173008.01
Modeled,IA,coal,2026,40245043.45
Modeled,IA,coal,2028,39245573.92
Modeled,IA,coal,2030,38753263.06
Modeled,IA,gas,2010,268638.0547
Modeled,IA,gas,2012,119519.4752
Modeled,IA,gas,2014,87840.437
Modeled,IA,gas,2016,480408.7463
Modeled,IA,gas,2018,2677674.974
Modeled,IA,gas,2020,679947.2889
Modeled,IA,gas,2022,1903648.468
Modeled,IA,gas,2024,2473237.154
Modeled,IA,gas,2026,2630954.591
Modeled,IA,gas,2028,2453546.373
Modeled,IA,gas,2030,1712743.339
Modeled,IA,nuclear,2010,4893209.856
Modeled,IA,nuclear,2012,4893209.856
Modeled,IA,nuclear,2014,4893209.856
Modeled,IA,nuclear,2016,4893209.856
Modeled,IA,nuclear,2018,4893209.856
Modeled,IA,nuclear,2020,4893209.856
Modeled,IA,nuclear,2022,4893209.856
Modeled,IA,nuclear,2024,4893209.856
Modeled,IA,nuclear,2026,4893209.856
Modeled,IA,nuclear,2028,4893209.856
Modeled,IA,nuclear,2030,4893209.856
Modeled,IA,other,2010,51263.52
Modeled,IA,other,2012,51263.52
Modeled,IA,other,2014,73233.6
Modeled,IA,other,2016,73233.6
Modeled,IA,other,2018,73233.6
Modeled,IA,other,2020,73233.6
Modeled,IA,other,2022,73233.6
Modeled,IA,other,2024,73233.6
Modeled,IA,other,2026,73233.6
Modeled,IA,other,2028,73233.6
Modeled,IA,other,2030,73233.6
Modeled,IA,solar,2010,258.6906861
Modeled,IA,solar,2012,256.0591241
Modeled,IA,solar,2014,15477.60138
Modeled,IA,solar,2016,40794.86131
Modeled,IA,solar,2018,89954.97109
Modeled,IA,solar,2020,173915.5115
Modeled,IA,solar,2022,308688.1594
Modeled,IA,solar,2024,443125.9934
Modeled,IA,solar,2026,543119.5775
Modeled,IA,solar,2028,611518.0137
Modeled,IA,solar,2030,656966.4094
Modeled,IA,water,2010,575864.5078
Modeled,IA,water,2012,575864.5078
Modeled,IA,water,2014,575864.5078
Modeled,IA,water,2016,575864.5078
Modeled,IA,water,2018,575864.5078
Modeled,IA,water,2020,1507186.022
Modeled,IA,water,2022,3248402.312
Modeled,IA,water,2024,3475074.082
Modeled,IA,water,2026,3729338.15
Modeled,IA,water,2028,3729338.15
Modeled,IA,water,2030,3729338.15
Modeled,IA,wind,2010,9675355.176
Modeled,IA,wind,2012,15454447.04
Modeled,IA,wind,2014,17487514.81
Modeled,IA,wind,2016,17880926.91
Modeled,IA,wind,2018,17875401.46
Modeled,IA,wind,2020,17871297.16
Modeled,IA,wind,2022,17865073.25
Modeled,IA,wind,2024,17301788.03
Modeled,IA,wind,2026,18824220.09
Modeled,IA,wind,2028,31107253.42
Modeled,IA,wind,2030,53013574.33
Modeled,ID,bio,2010,95533.88645
Modeled,ID,bio,2012,140833.3006
Modeled,ID,bio,2014,140833.3006
Modeled,ID,bio,2016,140833.3006
Modeled,ID,bio,2018,140833.3006
Modeled,ID,bio,2020,140833.3006
Modeled,ID,bio,2022,140833.3006
Modeled,ID,bio,2024,140833.3006
Modeled,ID,bio,2026,140833.3006
Modeled,ID,bio,2028,140833.3006
Modeled,ID,bio,2030,140833.3006
Modeled,ID,gas,2010,55487.08661
Modeled,ID,gas,2012,3370555.952
Modeled,ID,gas,2014,4482605.489
Modeled,ID,gas,2016,2987877.963
Modeled,ID,gas,2018,2478653.797
Modeled,ID,gas,2020,2717424.024
Modeled,ID,gas,2022,2504264.076
Modeled,ID,gas,2024,2753007.082
Modeled,ID,gas,2026,2782479.991
Modeled,ID,gas,2028,2917963.431
Modeled,ID,gas,2030,3033304.375
Modeled,ID,geo,2010,74460.77964
Modeled,ID,geo,2012,74460.77964
Modeled,ID,geo,2014,74460.77964
Modeled,ID,geo,2016,74460.77964
Modeled,ID,geo,2018,74460.77964
Modeled,ID,geo,2020,74460.77964
Modeled,ID,geo,2022,74460.77964
Modeled,ID,geo,2024,103649.4053
Modeled,ID,geo,2026,103649.4053
Modeled,ID,geo,2028,103649.4053
Modeled,ID,geo,2030,103649.4053
Modeled,ID,other,2010,13731.3
Modeled,ID,other,2012,28378.02
Modeled,ID,other,2014,28378.02
Modeled,ID,other,2016,28378.02
Modeled,ID,other,2018,28378.02
Modeled,ID,other,2020,28378.02
Modeled,ID,other,2022,28378.02
Modeled,ID,other,2024,28378.02
Modeled,ID,other,2026,28378.02
Modeled,ID,other,2028,28378.02
Modeled,ID,other,2030,28378.02
Modeled,ID,solar,2010,85.83716173
Modeled,ID,solar,2012,84.98093604
Modeled,ID,solar,2014,243.5951015
Modeled,ID,solar,2016,2953.399792
Modeled,ID,solar,2018,6797.069478
Modeled,ID,solar,2020,9783.61788
Modeled,ID,solar,2022,10155.33686
Modeled,ID,solar,2024,11531.01442
Modeled,ID,solar,2026,13873.6669
Modeled,ID,solar,2028,18557.18428
Modeled,ID,solar,2030,25956.05954
Modeled,ID,water,2010,11119836.73
Modeled,ID,water,2012,11119836.73
Modeled,ID,water,2014,11119836.73
Modeled,ID,water,2016,11119836.73
Modeled,ID,water,2018,11119836.73
Modeled,ID,water,2020,11119836.73
Modeled,ID,water,2022,11119836.73
Modeled,ID,water,2024,11119836.73
Modeled,ID,water,2026,11119836.73
Modeled,ID,water,2028,11119836.73
Modeled,ID,water,2030,11119836.73
Modeled,ID,wind,2010,753773.472
Modeled,ID,wind,2012,3311933.704
Modeled,ID,wind,2014,3282461.404
Modeled,ID,wind,2016,3276551.998
Modeled,ID,wind,2018,3293617.113
Modeled,ID,wind,2020,3287087.483
Modeled,ID,wind,2022,3292486.111
Modeled,ID,wind,2024,3316307.573
Modeled,ID,wind,2026,3472165.21
Modeled,ID,wind,2028,3467879.391
Modeled,ID,wind,2030,3625555.944
Modeled,IL,coal,2010,91441225.76
Modeled,IL,coal,2012,64242724.17
Modeled,IL,coal,2014,78944971.34
Modeled,IL,coal,2016,74018538.32
Modeled,IL,coal,2018,77126999.37
Modeled,IL,coal,2020,88343004.76
Modeled,IL,coal,2022,95132124.72
Modeled,IL,coal,2024,96535734.31
Modeled,IL,coal,2026,98539053.66
Modeled,IL,coal,2028,94857233.88
Modeled,IL,coal,2030,89487026.04
Modeled,IL,gas,2010,1027265.372
Modeled,IL,gas,2012,12789689.89
Modeled,IL,gas,2014,955284.702
Modeled,IL,gas,2016,4335762.921
Modeled,IL,gas,2018,5552814.349
Modeled,IL,gas,2020,4539182.922
Modeled,IL,gas,2022,5375050.691
Modeled,IL,gas,2024,6547204.722
Modeled,IL,gas,2026,6037053.918
Modeled,IL,gas,2028,6286957.601
Modeled,IL,gas,2030,6684819.195
Modeled,IL,nuclear,2010,90591575.04
Modeled,IL,nuclear,2012,90736574.68
Modeled,IL,nuclear,2014,92713891.73
Modeled,IL,nuclear,2016,92713891.73
Modeled,IL,nuclear,2018,78540183.7
Modeled,IL,nuclear,2020,60358628.5
Modeled,IL,nuclear,2022,60358628.5
Modeled,IL,nuclear,2024,60358628.5
Modeled,IL,nuclear,2026,60358628.5
Modeled,IL,nuclear,2028,60358628.5
Modeled,IL,nuclear,2030,53378492.3
Modeled,IL,other,2010,668714.31
Modeled,IL,other,2012,567102.69
Modeled,IL,other,2014,571222.08
Modeled,IL,other,2016,607838.88
Modeled,IL,other,2018,607838.88
Modeled,IL,other,2020,607838.88
Modeled,IL,other,2022,607838.88
Modeled,IL,other,2024,607838.88
Modeled,IL,other,2026,607838.88
Modeled,IL,other,2028,607838.88
Modeled,IL,other,2030,607838.88
Modeled,IL,solar,2010,15156.64138
Modeled,IL,solar,2012,62670.6604
Modeled,IL,solar,2014,75385.29291
Modeled,IL,solar,2016,763037.8385
Modeled,IL,solar,2018,1019313.024
Modeled,IL,solar,2020,1269648.015
Modeled,IL,solar,2022,1537867.4
Modeled,IL,solar,2024,1816137.048
Modeled,IL,solar,2026,2094509.547
Modeled,IL,solar,2028,2236002.368
Modeled,IL,solar,2030,2368049.649
Modeled,IL,water,2010,144924.3229
Modeled,IL,water,2012,144924.3229
Modeled,IL,water,2014,144924.3229
Modeled,IL,water,2016,144924.3229
Modeled,IL,water,2018,3926546.965
Modeled,IL,water,2020,4244877.469
Modeled,IL,water,2022,4244877.469
Modeled,IL,water,2024,4672119.06
Modeled,IL,water,2026,4767956.014
Modeled,IL,water,2028,4900897.091
Modeled,IL,water,2030,4900897.091
Modeled,IL,wind,2010,5397833.16
Modeled,IL,wind,2012,11314981.51
Modeled,IL,wind,2014,11327675.59
Modeled,IL,wind,2016,12400577.63
Modeled,IL,wind,2018,12411282.03
Modeled,IL,wind,2020,14456790.19
Modeled,IL,wind,2022,17463675.11
Modeled,IL,wind,2024,20571720.42
Modeled,IL,wind,2026,23650855.4
Modeled,IL,wind,2028,23917565.98
Modeled,IL,wind,2030,24102954.66
Modeled,IN,bio,2010,23570.42688
Modeled,IN,bio,2012,23570.42688
Modeled,IN,bio,2014,74390.68402
Modeled,IN,bio,2016,66921.95442
Modeled,IN,bio,2018,109543.5589
Modeled,IN,bio,2020,128989.1611
Modeled,IN,bio,2022,128989.1611
Modeled,IN,bio,2024,128989.1611
Modeled,IN,bio,2026,128989.1611
Modeled,IN,bio,2028,128989.1611
Modeled,IN,bio,2030,128979.2728
Modeled,IN,coal,2010,99030439.76
Modeled,IN,coal,2012,81682166.18
Modeled,IN,coal,2014,85848597.67
Modeled,IN,coal,2016,85902344.66
Modeled,IN,coal,2018,87915206.57
Modeled,IN,coal,2020,103183363.4
Modeled,IN,coal,2022,118233731.5
Modeled,IN,coal,2024,119616216.6
Modeled,IN,coal,2026,121718060.2
Modeled,IN,coal,2028,120884614.7
Modeled,IN,coal,2030,113553584.2
Modeled,IN,gas,2010,140161.0052
Modeled,IN,gas,2012,7171814.256
Modeled,IN,gas,2014,120420.56
Modeled,IN,gas,2016,423033.3624
Modeled,IN,gas,2018,2810302.885
Modeled,IN,gas,2020,894876.1363
Modeled,IN,gas,2022,4974138.007
Modeled,IN,gas,2024,5731774.359
Modeled,IN,gas,2026,6187134.509
Modeled,IN,gas,2028,7074701.024
Modeled,IN,gas,2030,7452950.881
Modeled,IN,other,2010,202765.53
Modeled,IN,other,2012,222447.06
Modeled,IN,other,2014,222447.06
Modeled,IN,other,2016,222447.06
Modeled,IN,other,2018,222447.06
Modeled,IN,other,2020,222447.06
Modeled,IN,other,2022,222447.06
Modeled,IN,other,2024,222447.06
Modeled,IN,other,2026,222447.06
Modeled,IN,other,2028,222447.06
Modeled,IN,other,2030,222447.06
Modeled,IN,solar,2010,69.01810741
Modeled,IN,solar,2012,17262.56115
Modeled,IN,solar,2014,187790.6256
Modeled,IN,solar,2016,216511.4582
Modeled,IN,solar,2018,239455.7431
Modeled,IN,solar,2020,267517.9177
Modeled,IN,solar,2022,341345.7283
Modeled,IN,solar,2024,438427.77
Modeled,IN,solar,2026,538973.5894
Modeled,IN,solar,2028,614097.3412
Modeled,IN,solar,2030,664939.6052
Modeled,IN,water,2010,460231.5652
Modeled,IN,water,2012,460231.5652
Modeled,IN,water,2014,460231.5652
Modeled,IN,water,2016,460231.5652
Modeled,IN,water,2018,460231.5652
Modeled,IN,water,2020,460231.5652
Modeled,IN,water,2022,460231.5652
Modeled,IN,water,2024,460231.5652
Modeled,IN,water,2026,534709.9322
Modeled,IN,water,2028,715060.0923
Modeled,IN,water,2030,715060.0923
Modeled,IN,wind,2010,3525987.6
Modeled,IN,wind,2012,4286473.436
Modeled,IN,wind,2014,5057259.702
Modeled,IN,wind,2016,5723415.865
Modeled,IN,wind,2018,5728108.474
Modeled,IN,wind,2020,5728676.073
Modeled,IN,wind,2022,6545937.758
Modeled,IN,wind,2024,6886937.829
Modeled,IN,wind,2026,9779086.608
Modeled,IN,wind,2028,9778624.618
Modeled,IN,wind,2030,13109667.78
Modeled,KS,coal,2010,23792871.13
Modeled,KS,coal,2012,12399417.02
Modeled,KS,coal,2014,13096137.12
Modeled,KS,coal,2016,12924495.28
Modeled,KS,coal,2018,13347209.46
Modeled,KS,coal,2020,21080949.44
Modeled,KS,coal,2022,28181988.09
Modeled,KS,coal,2024,31828586.27
Modeled,KS,coal,2026,34706593.97
Modeled,KS,coal,2028,30341573.38
Modeled,KS,coal,2030,26313622.05
Modeled,KS,gas,2010,132070.1379
Modeled,KS,gas,2012,156980.2502
Modeled,KS,gas,2014,179967.8701
Modeled,KS,gas,2016,1441893.555
Modeled,KS,gas,2018,1420565.115
Modeled,KS,gas,2020,915845.8092
Modeled,KS,gas,2022,1168103.41
Modeled,KS,gas,2024,1051838.45
Modeled,KS,gas,2026,908228.5031
Modeled,KS,gas,2028,915786.7996
Modeled,KS,gas,2030,627888.7945
Modeled,KS,nuclear,2010,9288403.2
Modeled,KS,nuclear,2012,9288403.2
Modeled,KS,nuclear,2014,9288403.2
Modeled,KS,nuclear,2016,9288403.2
Modeled,KS,nuclear,2018,9288403.2
Modeled,KS,nuclear,2020,9288403.2
Modeled,KS,nuclear,2022,9288403.2
Modeled,KS,nuclear,2024,9288403.2
Modeled,KS,nuclear,2026,9288403.2
Modeled,KS,nuclear,2028,9288403.2
Modeled,KS,nuclear,2030,9288403.2
Modeled,KS,other,2010,32497.41
Modeled,KS,other,2012,32497.41
Modeled,KS,other,2014,41193.9
Modeled,KS,other,2016,41193.9
Modeled,KS,other,2018,41193.9
Modeled,KS,other,2020,41193.9
Modeled,KS,other,2022,41193.9
Modeled,KS,other,2024,41193.9
Modeled,KS,other,2026,41193.9
Modeled,KS,other,2028,41193.9
Modeled,KS,other,2030,41193.9
Modeled,KS,solar,2010,443.5765629
Modeled,KS,solar,2012,439.1208345
Modeled,KS,solar,2014,434.7222162
Modeled,KS,solar,2016,51289.02088
Modeled,KS,solar,2018,116008.052
Modeled,KS,solar,2020,224870.3002
Modeled,KS,solar,2022,390423.3086
Modeled,KS,solar,2024,557396.8981
Modeled,KS,solar,2026,685636.0174
Modeled,KS,solar,2028,2712772.241
Modeled,KS,solar,2030,2745221.581
Modeled,KS,water,2010,12633.52012
Modeled,KS,water,2012,36046.99369
Modeled,KS,water,2014,36046.99369
Modeled,KS,water,2016,36046.99369
Modeled,KS,water,2018,36046.99369
Modeled,KS,water,2020,36046.99369
Modeled,KS,water,2022,36046.99369
Modeled,KS,water,2024,36046.99369
Modeled,KS,water,2026,36046.99369
Modeled,KS,water,2028,125784.1827
Modeled,KS,water,2030,125784.1827
Modeled,KS,wind,2010,2821815
Modeled,KS,wind,2012,7620603.431
Modeled,KS,wind,2014,11529519.88
Modeled,KS,wind,2016,18028064.41
Modeled,KS,wind,2018,17991482.16
Modeled,KS,wind,2020,17842049.32
Modeled,KS,wind,2022,17860454.8
Modeled,KS,wind,2024,17933080.21
Modeled,KS,wind,2026,18277974.15
Modeled,KS,wind,2028,18432750.93
Modeled,KS,wind,2030,18274517.61
Modeled,KY,coal,2010,105484191.1
Modeled,KY,coal,2012,101740884.3
Modeled,KY,coal,2014,105702430
Modeled,KY,coal,2016,89222373.85
Modeled,KY,coal,2018,79664274.38
Modeled,KY,coal,2020,84032996.27
Modeled,KY,coal,2022,81006395.26
Modeled,KY,coal,2024,81726543.88
Modeled,KY,coal,2026,80399515.09
Modeled,KY,coal,2028,79681587.04
Modeled,KY,coal,2030,78886481.53
Modeled,KY,gas,2010,1771126.851
Modeled,KY,gas,2012,2171759.431
Modeled,KY,gas,2014,1410140.298
Modeled,KY,gas,2016,1425766.624
Modeled,KY,gas,2018,1993837.233
Modeled,KY,gas,2020,3034335.033
Modeled,KY,gas,2022,2812402.28
Modeled,KY,gas,2024,2790599.102
Modeled,KY,gas,2026,2769732.591
Modeled,KY,gas,2028,2944754.889
Modeled,KY,gas,2030,3083846.635
Modeled,KY,other,2010,80556.96
Modeled,KY,other,2012,80556.96
